method,method_label,mask_mode,seed,run_dir,checkpoint_episode,checkpoint_path,scenario_name,scenario_label,scenario_category,active_agent_count,min_agents,step_churn_prob,inactive_noise_std,reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,grid_trade_mean,grid_trade_std,carbon_mean,carbon_std,n_agents_mean,n_eval_episodes,attn_leakage_per_call,attn_calls,attn_entropy_mean,inactive_action_abs_mean
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_05,5 active agents,scale_sweep,5,5,0.0,0.0,91.25565786560375,4.383680629580778,0.20180791315790772,0.14588841621870757,2.8844888089563936,0.5462550032576361,0.20399887413094042,0.10375467332702408,3.088487683087334,0.5094201609640145,1.6905940560263897,0.38021958547011353,5.0,20,0.0,29280.0,0.8099518695937805,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_06,6 active agents,scale_sweep,6,6,0.0,0.0,92.55068956725299,3.4439322127252723,0.21417589445075635,0.1023232933980364,2.881452905133617,0.46320711708858253,0.1984176441908249,0.06662918654859873,3.0798705493244425,0.4317310779568655,1.7170128147163737,0.29742279393396115,6.0,20,0.0,29280.0,0.9067285995289195,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_07,7 active agents,scale_sweep,7,7,0.0,0.0,91.64461281423766,3.9069335264900396,0.20976521383297575,0.10802200940495084,2.701938012285107,0.40010926622657594,0.19712997822618125,0.0576016011817398,2.899067990511288,0.3845375188418317,1.599133375743552,0.28925910199146265,7.0,20,0.0,29280.0,1.1410864536757352,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_08,8 active agents,scale_sweep,8,8,0.0,0.0,92.72621021829546,3.459577501529009,0.17929054266406907,0.08492214443861487,2.850365853544158,0.3085202104500466,0.16247162523239514,0.05685912927288677,3.012837478776553,0.2762014868489298,1.6892012001093817,0.19281141471584073,8.0,20,0.0,29280.0,1.1643363608220398,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_09,9 active agents,scale_sweep,9,9,0.0,0.0,92.1287347878019,2.443759592807018,0.21360811393674134,0.07759468307369734,2.699124461696724,0.3459608131767433,0.1772247684920476,0.046209353124440584,2.876349230188772,0.32806943150474677,1.6100824611198923,0.22535159778539243,9.0,20,0.0,29280.0,1.3365001921221369,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_10,10 active agents,scale_sweep,10,10,0.0,0.0,94.80312349873905,2.9789231362470154,0.18304507245129503,0.0783433930133169,2.821289971091724,0.2905400378953827,0.15333107310736682,0.04575710317750619,2.9746210441990906,0.27811878196922807,1.6552718355268763,0.20161906998707604,10.0,20,0.0,29280.0,1.3541160623985724,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_11,11 active agents,scale_sweep,11,11,0.0,0.0,93.16615195435783,2.7208230201902093,0.21372977685973238,0.06027982090722012,2.92624590374806,0.23757353627099206,0.1689530167227476,0.04571281232078681,3.0951989204708075,0.21717508724355947,1.7302908321230692,0.13124439901212873,11.0,20,0.0,29280.0,1.4101839391300912,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_12,12 active agents,scale_sweep,12,12,0.0,0.0,94.43411603718997,3.357197557829486,0.21937827829395323,0.08018918481874712,2.663302349455363,0.3510566419057277,0.17395823568826088,0.05215912620090983,2.837260585143624,0.30788686043281455,1.5829765187540654,0.2229465188401898,12.0,20,0.0,29280.0,1.5881558256376473,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_13,13 active agents,scale_sweep,13,13,0.0,0.0,93.61587060888607,2.0733173128214837,0.2389316505212909,0.05413321442093984,2.709049695958983,0.26089803408166984,0.18460633221999434,0.04081772811549855,2.893656028178977,0.23447860768317458,1.598428618458133,0.15022379610158862,13.0,20,0.0,29280.0,1.6679718572422455,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_14,14 active agents,scale_sweep,14,14,0.0,0.0,94.10849358638129,2.2050715098708857,0.19914449162808384,0.04685516398935856,2.8881126626219893,0.25379364432611856,0.15265735007213882,0.03360893181166568,3.0407700126941277,0.2313115503421486,1.7093788350067065,0.13973689671907072,14.0,20,0.0,29280.0,1.6094492167071566,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_15,15 active agents,scale_sweep,15,15,0.0,0.0,93.21140426297981,2.1686583959637704,0.23517701566608196,0.04997709999387805,2.793905670704841,0.2250844891979957,0.1757271117551032,0.03513179044958316,2.9696327824599447,0.2028832367363805,1.6523868080002988,0.12239956657015558,15.0,20,0.0,29280.0,1.7533447380396512,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_16,16 active agents,scale_sweep,16,16,0.0,0.0,93.87338890631995,1.941031617151401,0.19715687323880657,0.0506959126914383,2.649080697066567,0.22080761190508538,0.14765161954506362,0.034349207800272175,2.7967323166116307,0.19965568132753764,1.5669123909373552,0.13718867156263925,16.0,20,0.0,29280.0,1.8384188562794461,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_17,17 active agents,scale_sweep,17,17,0.0,0.0,93.28042546510696,1.5588567036556338,0.2580829198583094,0.04320967813578129,2.7717388370885687,0.19449697601673693,0.1917296665307186,0.03128206551979949,2.9634685036192874,0.17320498168804582,1.6305389907712768,0.11520421901256807,17.0,20,0.0,29280.0,1.8937235307294489,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_18,18 active agents,scale_sweep,18,18,0.0,0.0,93.71113390078146,1.5707580739546718,0.24301587543236466,0.030202502050668132,2.787611797923259,0.20356233407658098,0.179119287725788,0.02127810962064576,2.9667310856490476,0.1889328459524972,1.6390114235645843,0.11585165227534348,18.0,20,0.0,29280.0,1.922695471146882,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_19,19 active agents,scale_sweep,19,19,0.0,0.0,94.09529399077097,1.280599236033117,0.2151139381614664,0.04689330683435486,2.8455293987229706,0.15299064635671522,0.16125868619879324,0.029507281691586847,3.0067880849217636,0.14678914918939936,1.6785644235735528,0.09381880699726117,19.0,20,0.0,29280.0,1.9314784090131358,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_20,20 active agents,scale_sweep,20,20,0.0,0.0,93.60740545888741,1.684638205260872,0.23792939477671832,0.044322522493914586,2.8060953759125633,0.15520466778988998,0.18056489417425353,0.020119090630911374,2.9866602700868166,0.14407217343355283,1.6627884996367464,0.09308491921689072,20.0,20,0.0,29280.0,2.0033006839779883,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_21,21 active agents,scale_sweep,21,21,0.0,0.0,94.16183000008266,1.4942232269232796,0.23554432552426324,0.035809098520728715,2.7463201653976235,0.1544431807421948,0.17242279062106636,0.025679980098579077,2.9187429560186895,0.1432465496891855,1.6184585631207482,0.09738462708840069,21.0,20,0.0,29280.0,2.071552701054212,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_22,22 active agents,scale_sweep,22,22,0.0,0.0,94.17641869386037,1.5230348737143187,0.21765653057211778,0.031078522969950447,2.7217143117746416,0.14854645780127892,0.1642217472164725,0.023168184471789144,2.8859360589911143,0.12871397322229391,1.6082828207699216,0.09340879087195618,22.0,20,0.0,29280.0,2.111270144423012,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_23,23 active agents,scale_sweep,23,23,0.0,0.0,93.27859944502512,1.1480897114795374,0.2237873748790538,0.025688301157143524,2.8313059312098336,0.12354660382612213,0.1687838336403617,0.01913756528053063,3.0000897648501956,0.1152745083493179,1.672866949409188,0.06791423595118849,23.0,20,0.0,29280.0,2.1190682246222523,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_24,24 active agents,scale_sweep,24,24,0.0,0.0,93.73620368242263,1.2128167789090831,0.21769530307105905,0.025303971334682412,2.775939774293526,0.12195404361007492,0.17146473706925885,0.021442459762716398,2.9474045113627847,0.10525225687111801,1.6593946728755533,0.07249276097399558,24.0,20,0.0,29280.0,2.166924392806539,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_25,25 active agents,scale_sweep,25,25,0.0,0.0,92.90944806337356,1.1313779366649286,0.1796539181602105,0.023655853836020577,2.708481119799951,0.08836335119321771,0.15682902608082816,0.014902878978663206,2.8653101458807786,0.0877499863015346,1.6355577683845914,0.05281002843197745,25.0,20,0.0,29280.0,2.250846332963047,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_26,26 active agents,scale_sweep,26,26,0.0,0.0,93.5090579966704,1.1156433192663742,0.20189386100948742,0.021167794290925853,2.772431460844976,0.08033192760173798,0.1686695158991368,0.023742807638186515,2.9411009767441127,0.06830288799618493,1.6487992372428093,0.04326491873879583,26.0,20,0.0,29280.0,2.2401801886820727,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_27,27 active agents,scale_sweep,27,27,0.0,0.0,94.13821377754212,1.0462291438279976,0.19079869732295052,0.01948338108128082,2.7548923855612317,0.06054557867456653,0.1695117346931967,0.020347602152287342,2.9244041202544286,0.048949775159132,1.6466339835978083,0.03438478292971778,27.0,20,0.0,29280.0,2.273748268292901,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_28,28 active agents,scale_sweep,28,28,0.0,0.0,93.71186262766521,0.9614638955687034,0.18902290025214435,0.016202606696858714,2.772371278469697,0.050523536754347606,0.18976806412156966,0.03324022637345941,2.9621393425912665,0.043340274764482434,1.6392752434800788,0.034168620642344875,28.0,20,0.0,29280.0,2.316457794643328,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_29,29 active agents,scale_sweep,29,29,0.0,0.0,91.75234001080196,0.9302434459921084,0.2107579348215433,0.01913445822501262,2.821435296528687,0.039937889286528305,0.22919447270160317,0.027372466503917923,3.05062976923029,0.043518163275206585,1.6754334066614938,0.018201297648569804,29.0,20,0.0,29280.0,2.3513505046525616,0.0
full_ours,Full / Ours,full,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_ablation_direct_max_10000ep_seed42_20260430\models\transformer_1250.pt,scale_30,30 active agents,scale_sweep,30,30,0.0,0.0,91.87277852694193,0.279694860051909,0.1870052593229377,0.004306561074151537,2.8129054681227865,0.012632750778827601,0.22398447378284234,0.011787746535818808,3.036889941905629,0.021532736907688376,1.6745595481744453,0.0062470261056886715,30.0,20,nan,0.0,2.385118895036275,nan
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,dynamic_churn05_p50,"5-30 agents, churn 0.50",dynamic,,5,0.5,0.0,93.74971624204578,4.791136845186531,0.12723608492041388,0.035406884719633734,2.7504402917029718,0.13573871506294863,0.1894280007344488,0.034066829370227016,2.9398682924374215,0.12543589071283173,1.6495684658810978,0.10718738251040623,17.83611111111111,30,nan,0.0,2.384383878212266,0.7666263325333985
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,dynamic_churn10_p30,"10-30 agents, churn 0.30",dynamic,,10,0.3,0.0,92.17759532597329,4.67826314431011,0.15851532845434513,0.04091677258484006,2.7502672403881996,0.1423706373260735,0.20846965079534574,0.029353912168469103,2.9587368911835457,0.1304580551531741,1.6538720657329962,0.09970771065388646,20.202777777777776,30,nan,0.0,2.3867850927598706,0.7693906382152979
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,dynamic_churn20_p20,"20-30 agents, churn 0.20",dynamic,,20,0.2,0.0,93.05844732655419,2.4594953936749757,0.1422722485787617,0.023076965098684173,2.808818797719153,0.09107795743861313,0.2036199894333635,0.022778665041792236,3.0124387871525147,0.08479099267226188,1.660774008280508,0.0622124122963821,25.57916666666667,30,nan,0.0,2.3846794616654923,0.7728836728285864
