method,method_label,mask_mode,seed,run_dir,checkpoint_episode,checkpoint_path,scenario_name,scenario_label,scenario_category,active_agent_count,min_agents,step_churn_prob,inactive_noise_std,reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,grid_trade_mean,grid_trade_std,carbon_mean,carbon_std,n_agents_mean,n_eval_episodes,attn_leakage_per_call,attn_calls,attn_entropy_mean,inactive_action_abs_mean
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,dynamic_static30,Static 30 agents,dynamic,,30,0.0,0.0,93.06432348092396,0.30254559654159124,0.14807887770247313,0.004887818856299381,2.7806619582949876,0.015867681288355584,0.20272512626285746,0.005471291830646517,2.983387084557845,0.01713481196042037,1.6507296745611995,0.005653664182592702,30.0,30,nan,0.0,2.3862745501006017,nan
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,dynamic_var20,Variable 20-30 agents,dynamic,,20,0.0,0.0,92.84160998397402,1.1295350774510877,0.1758594632663009,0.022432327341429196,2.7896039425353645,0.10618389595871976,0.2311624253177607,0.025174267404272286,3.020766367853126,0.11310170780055348,1.6487658952749837,0.06118510523833745,24.5,30,nan,0.0,2.3860361999257016,0.7675888112699143
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,noise_churn10_p30,Inactive-noise stress,inactive_noise,,10,0.3,5.0,92.92957462767761,4.688542308126866,0.18347656691730224,0.04173601197031781,2.754549614979452,0.14864168289675644,0.17399016824587737,0.03211692004718235,2.9285397832253297,0.14125192709239634,1.6359525102829644,0.10208612988970403,20.078125000000004,40,nan,0.0,2.409659371828365,0.5026508298988209
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_01,1 active agents,scale_sweep,1,1,0.0,0.0,85.85976488186667,19.735712835750437,0.0,0.0,2.5400402828607165,1.0296933704196733,0.37115027742102435,0.4301107840049961,2.911190560281741,0.9553592151847269,1.5194074124430998,0.5660510553380418,1.0,20,nan,0.0,2.38590548450911,0.7611386046099023
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_02,2 active agents,scale_sweep,2,2,0.0,0.0,91.88180055146417,11.301238403101067,0.06772472521350204,0.13845645009088844,2.834139197195845,0.7830183869698584,0.24763787677282334,0.15838141748892007,3.0817770739686687,0.7277837636598405,1.670242145845754,0.45381128177003444,2.0,20,nan,0.0,2.388484151160619,0.7683103296491834
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_03,3 active agents,scale_sweep,3,3,0.0,0.0,90.6999036823089,8.24171612127274,0.12024796591129036,0.10614278938339387,2.9532325613668275,0.7055396578280799,0.27787468020814476,0.14279759043023227,3.2311072415749726,0.5870420600269048,1.7534337203979145,0.40863158772184816,3.0,20,nan,0.0,2.386312510085399,0.7587643671428225
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_04,4 active agents,scale_sweep,4,4,0.0,0.0,94.02181368681292,5.47954123062954,0.13827792837921646,0.11687479046421714,2.768196900058931,0.5494126268438917,0.22830180374260606,0.10422295017753332,2.996498703801536,0.5077704506614449,1.613900025943377,0.30970800132519216,4.0,20,nan,0.0,2.3857562442620597,0.7678428350350796
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_05,5 active agents,scale_sweep,5,5,0.0,0.0,93.7317698792865,4.173707198144954,0.16637039686557323,0.13333544448490994,2.832212579595251,0.5323883498506858,0.2051919677632576,0.08235373558154298,3.0374045473585083,0.4811647655159535,1.6418045902310847,0.33563799639307546,5.0,20,nan,0.0,2.3849907961048062,0.7712385240130955
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_06,6 active agents,scale_sweep,6,6,0.0,0.0,92.72790814169372,3.857228741722105,0.16749195374444675,0.09066024571989548,2.911055410221703,0.4839865613895354,0.2563828022990562,0.046262640374916994,3.16743821252076,0.477116242072846,1.7126357753003034,0.2883786667115323,6.0,20,nan,0.0,2.3951163570167586,0.7599232548916781
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_07,7 active agents,scale_sweep,7,7,0.0,0.0,92.48486898193758,3.160004538968574,0.16769017303148107,0.0998531120846322,2.6878341138551325,0.4005926952641581,0.23021569376290127,0.058896488371760404,2.9180498076180337,0.3862963501735277,1.5823373396629692,0.24850565235733918,7.0,20,nan,0.0,2.388129347257438,0.7629715169685475
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_08,8 active agents,scale_sweep,8,8,0.0,0.0,93.88834666113057,3.3243554974737353,0.14216841075192632,0.09264456751435994,2.8565551346956743,0.3009774704507469,0.19667226749375655,0.058293538293137576,3.053227402189431,0.27024958316340636,1.665481801766846,0.18058483237722345,8.0,20,nan,0.0,2.3874927836974136,0.7694005708501797
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_09,9 active agents,scale_sweep,9,9,0.0,0.0,93.0394895841678,2.921564248276287,0.17460477886420506,0.0722165645023147,2.7039796009579655,0.3486428431322487,0.2083785910225346,0.04802770622628297,2.9123581919804993,0.33568677953156784,1.5916155599078814,0.20592609339548062,9.0,20,nan,0.0,2.3904428853404003,0.7658742986658894
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_10,10 active agents,scale_sweep,10,10,0.0,0.0,94.90103550230462,2.8364430801316916,0.13374988810339034,0.0677164375932092,2.836993480110446,0.2949482251212139,0.20996065182510945,0.05206140423784043,3.046954131935556,0.2868842225501388,1.6527733673670788,0.17100483379292994,10.0,20,nan,0.0,2.3924678258842134,0.7630149478382534
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_11,11 active agents,scale_sweep,11,11,0.0,0.0,93.03987031926711,2.7548432067949555,0.14852271575074538,0.058597807017198605,2.9269201229819366,0.22792478829364934,0.19713444152621012,0.043351384665267736,3.124054564508147,0.21066921131073618,1.7324876885177591,0.13349648092489924,11.0,20,nan,0.0,2.38372317016369,0.7690736391390973
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_12,12 active agents,scale_sweep,12,12,0.0,0.0,94.10771364718676,3.6201848999823136,0.1804848166635123,0.07839565368440808,2.699080643539136,0.3649649395131721,0.23801970659525362,0.039566369749524606,2.9371003501343895,0.34562440552274654,1.5887208135276663,0.21996274540665897,12.0,20,nan,0.0,2.391649659739329,0.7672860167644642
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_13,13 active agents,scale_sweep,13,13,0.0,0.0,93.77197737296423,2.147966651867502,0.19679664544805672,0.05827122390355096,2.722598598129726,0.25598581368748047,0.22144839643385478,0.035637146295090384,2.944046994563581,0.233665625272121,1.5948909019740427,0.1473927593374663,13.0,20,nan,0.0,2.3887693026067454,0.7700274279694153
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_14,14 active agents,scale_sweep,14,14,0.0,0.0,94.32119971315065,2.2869673864260887,0.13761828762962805,0.04594669210412318,2.9087453001798123,0.24113150027392014,0.2027843166617907,0.034902490911751544,3.1115296168416027,0.22302802891577123,1.7044798050961627,0.13911003828098945,14.0,20,nan,0.0,2.3859077707421585,0.7681032365394963
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_15,15 active agents,scale_sweep,15,15,0.0,0.0,93.03904582957428,2.0052216222909776,0.16879264578658285,0.05413829738103084,2.8022131355794886,0.20924683216466236,0.20819085171530483,0.038676809480894116,3.0104039872947945,0.1903755198525024,1.6554513302935132,0.11996576061788347,15.0,20,nan,0.0,2.3842547030111807,0.7690463339840924
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_16,16 active agents,scale_sweep,16,16,0.0,0.0,93.36364297072093,2.010250419692646,0.14035376281262366,0.05157156703611463,2.6816996303514875,0.2206170385234178,0.1951270050138055,0.033043068639956895,2.8768266353652923,0.2057671403506171,1.5763491225543251,0.1338574247767336,16.0,20,nan,0.0,2.3883388785960897,0.770283269692981
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_17,17 active agents,scale_sweep,17,17,0.0,0.0,91.93887997468313,1.4538584367261074,0.20737890515095891,0.050714268978455414,2.8145249206652756,0.1960033876885608,0.2620605673647753,0.0315745030849091,3.0765854880300507,0.18682489831301724,1.6564619058578383,0.11558382578264108,17.0,20,nan,0.0,2.3862239548946667,0.7606796032343155
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_18,18 active agents,scale_sweep,18,18,0.0,0.0,92.8856912612915,1.2815776480546694,0.17821306589559532,0.033712506077783276,2.7985067406364537,0.1996239524357278,0.22337351594137997,0.023507606475155506,3.021880256577834,0.19196315860125196,1.655179702440524,0.11354319358319183,18.0,20,nan,0.0,2.388412220535871,0.7603798739336155
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_19,19 active agents,scale_sweep,19,19,0.0,0.0,93.71028156280519,1.200015777481847,0.15749664947014036,0.04011407547057693,2.869478996242525,0.15103218198249121,0.20621808264704655,0.02482345788671525,3.0756970788895712,0.14233424257896662,1.6855696122567096,0.09216075687865057,19.0,20,nan,0.0,2.387720838417121,0.7735856964130594
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_20,20 active agents,scale_sweep,20,20,0.0,0.0,92.74978848199049,1.4496231439456833,0.16692250633392997,0.03467058654369148,2.8297397589622686,0.15350504138346482,0.22613350709529495,0.01808379419256818,3.055873266057564,0.14538124155928672,1.679310714098154,0.09123741060228105,20.0,20,nan,0.0,2.3842721837791587,0.7680496380064222
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_21,21 active agents,scale_sweep,21,21,0.0,0.0,93.63134442965188,1.5364640701267742,0.18372008071717824,0.036113554256152515,2.773593950121824,0.15606301277091938,0.2188275531108192,0.029523488032633917,2.9924215032326433,0.1525607680299408,1.6284126718628156,0.094883025538766,21.0,20,nan,0.0,2.3875496806587027,0.7709888535517233
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_22,22 active agents,scale_sweep,22,22,0.0,0.0,93.56331712007523,1.495382224910711,0.17930010670871438,0.03400209466985341,2.753761272982165,0.15075036371898556,0.20895428441054706,0.0274569122218482,2.962715557392712,0.13889925369335285,1.619837914131676,0.0913463635835209,22.0,20,nan,0.0,2.389945502965991,0.7662174821727805
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_23,23 active agents,scale_sweep,23,23,0.0,0.0,92.47795720497767,1.0687918974631787,0.15368560320868857,0.025922054285658025,2.853328185355744,0.12300078851271959,0.20815761345332212,0.02000581361786643,3.0614857988090654,0.12149250589483337,1.688287100947452,0.06810002521135719,23.0,20,nan,0.0,2.3821608538143946,0.7679300866429768
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_24,24 active agents,scale_sweep,24,24,0.0,0.0,93.08879296779634,1.1809876735491267,0.1629941088061336,0.02685526763555533,2.820950745032773,0.12909661779935874,0.2254741380934441,0.02097934533236758,3.0464248831262166,0.12151988605544548,1.6713292533466901,0.07115974058055835,24.0,20,nan,0.0,2.3885111941258765,0.7680046306716071
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_25,25 active agents,scale_sweep,25,25,0.0,0.0,91.46346342563628,0.8025094456173033,0.1416044260120394,0.014774902842227497,2.7703280720511163,0.08956510686513207,0.22434619235207814,0.012711167220593934,2.994674264403195,0.0920514808470886,1.6631344582521201,0.05167375475418269,25.0,20,nan,0.0,2.387453642381671,0.7544810321595934
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_26,26 active agents,scale_sweep,26,26,0.0,0.0,93.04625685214997,1.0011633094809191,0.16528623221297417,0.031290861624332846,2.8060187738502935,0.08038620574452061,0.20587122123876397,0.026260631960875736,3.0118899950890574,0.07171052209857945,1.657275816656682,0.04644760245889035,26.0,20,nan,0.0,2.3851044992727988,0.7694704663422373
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_27,27 active agents,scale_sweep,27,27,0.0,0.0,93.66413870255153,0.7447938209595877,0.16278710776714023,0.015576758334638405,2.7981956622758934,0.07357320012531861,0.21332758219169343,0.01164297188331116,3.011523244467587,0.07267042802440657,1.6552096211032545,0.03701799279044154,27.0,20,nan,0.0,2.390892444184569,0.7709092218014929
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_28,28 active agents,scale_sweep,28,28,0.0,0.0,93.51827301581702,0.7507191975528066,0.17830034053483662,0.02064375504967946,2.8109628126032087,0.06218182237665147,0.2283684245837776,0.014133219461337889,3.0393312371869863,0.05202444714791917,1.6423598098192642,0.036860464973856345,28.0,20,nan,0.0,2.387211878251671,0.7600957807567384
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_29,29 active agents,scale_sweep,29,29,0.0,0.0,91.30124525229135,0.47172964584601773,0.19497211578235335,0.012449925833555132,2.8421466632601513,0.04617955759881632,0.24967155738051558,0.013241754818524085,3.091818220640667,0.042434017940248016,1.6840051230217856,0.02436993044479409,29.0,20,nan,0.0,2.383761629555883,0.7579429974572526
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430,1250,C:\Users\zrway\Desktop\论文-1.1\dp-lcrl-rl 2\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260430\models\transformer_1250.pt,scale_30,30 active agents,scale_sweep,30,30,0.0,0.0,91.87277852694193,0.279694860051909,0.1870052593229377,0.004306561074151537,2.8129054681227865,0.012632750778827601,0.22398447378284234,0.011787746535818808,3.036889941905629,0.021532736907688376,1.6745595481744453,0.0062470261056886715,30.0,20,nan,0.0,2.385118895036275,nan
