method,method_label,scale_reward_mean,scale_reward_std,scale_p2p_mean,scale_p2p_std,scale_grid_trade_mean,scale_grid_trade_std,scale_carbon_mean,scale_carbon_std,scale_inactive_action_abs_mean,scale_inactive_action_abs_std,dynamic_reward_mean,dynamic_reward_std,dynamic_p2p_mean,dynamic_p2p_std,dynamic_grid_trade_mean,dynamic_grid_trade_std,dynamic_carbon_mean,dynamic_carbon_std,dynamic_inactive_action_abs_mean,dynamic_inactive_action_abs_std,noise_reward_mean,noise_reward_std,noise_p2p_mean,noise_p2p_std,noise_grid_trade_mean,noise_grid_trade_std,noise_carbon_mean,noise_carbon_std,noise_inactive_action_abs_mean,noise_inactive_action_abs_std,inactive_noise_reward_drop,inactive_noise_reward_delta,inactive_noise_reward_sensitivity,scale_agent_count_points,dynamic_scenario_count,mask_isolation_score
full_ours,Full / Ours,92.3436452851248,3.1082406744092888,0.19625402495592933,0.05084037296658737,2.981524540747801,0.09431809685702507,1.660022176835507,0.051865198848852004,0.0,0.0,93.70139744030105,0.619334020518321,0.1723698664469628,0.023442698708612295,2.919186619535476,0.05215186151078291,1.6387625889943869,0.01027095200392659,0.0,0.0,93.38245265136162,0.0,0.19116825942406385,0.0,2.8950706554899863,0.0,1.6273194186487259,0.0,0.0,0.0,0.020827210115058392,-0.020827210115058392,0.020827210115058392,30,5,1.0
without_structured_mask,w/o Structured Mask,92.79307867281656,1.6209667710695475,0.15568538676266006,0.03988347803279676,3.0279726252582093,0.07830278039999163,1.6505648217599727,0.04957045760731817,0.765897742651655,0.004857772064170445,92.97833847189425,0.5631870869890981,0.15039240058445894,0.018180053978703144,2.983039484636891,0.034431545912882486,1.6527420219461573,0.004891839808201257,0.7691223637117992,0.002756892708395531,92.92957462767761,0.0,0.18347656691730224,0.0,2.9285397832253297,0.0,1.6359525102829644,0.0,0.5026508298988209,0.0,-0.7519793017043241,0.7519793017043241,0.7519793017043241,30,5,0.0
