run,seed,thread_level_episode_summaries,training_iterations,mean_reward,final100_reward,final100_p2p_volume_mean_active,final100_grid_buy_mean_active,final100_grid_sell_mean_active,final100_carbon_responsibility_last_mean
full_multiseed5000_tuned_seed42_20260415,42,20000,5000,71.94912157300095,72.57447105704414,0.019413640589777948,2.7957735830752393,0.2193615930419126,2.026944483317354
full_multiseed5000_tuned_seed43_20260415,43,20000,5000,73.65801959166241,74.25626343493991,0.16372677932671123,2.755940341415969,0.18022389213764684,1.9968721514718168
full_multiseed5000_tuned_seed44_20260415,44,20000,5000,71.01027848798404,71.69055585098266,0.020884979930798294,2.8236571726386783,0.24884599039072458,2.0445229912184133
