seller_id,buyer_0,buyer_1,buyer_2,buyer_3,buyer_4,buyer_5,buyer_6,buyer_7,buyer_8,buyer_9,buyer_10,buyer_11,buyer_12,buyer_13,buyer_14,buyer_15,buyer_16,buyer_17,buyer_18,buyer_19,buyer_20,buyer_21,buyer_22,buyer_23,buyer_24,buyer_25,buyer_26,buyer_27,buyer_28,buyer_29
20,-1.0212078075504536,0.0,-0.7765099253619835,-0.14705192557066604,-1.1669727396204608,-0.8334448527875319,-1.7400574653117236,-0.4729962606354786,-1.5751362876035906,0.0,-0.6435169575245021,0.0,0.0,0.0,-0.04135147846281045,0.0,-0.046775355035611706,-0.2193086027263879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2923722045829316,-0.629035448989443,0.0
21,-1.7362775169637297,-3.2011609984784974,-1.347609067378346,0.0,-2.06543153683562,0.0,0.0,0.0,-0.927978920384352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,-0.6543520136331827,-1.5186104406380934,0.0,-0.0415166877332818,-0.703471383063039,-0.1458146058842148,0.0,-0.47043568906013555,-0.4236349833504532,0.0,-0.046147809851339865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16597260398013383,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-0.15323932301671878,-0.8860916835297789,0.0,0.0,-1.4081133305394582,-0.30604672317262843,0.0,-0.643882383769138,0.0,-0.04110119134786934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,-0.17226816928971866,-1.644038701591349,0.0,0.0,-0.24586883626719128,0.0,0.0,-0.18876572626850405,-0.8328011936827382,-0.20810354003318254,0.0,0.0,0.0,0.0,-0.4598099456168678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.7571605741274198,-1.3653665584784098,0.0,-0.2766930748951336,-0.532259396851381,-0.3587668959322893,0.0,-0.5098709372474854,-0.756879215303071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-0.8128974898408374,-0.1059349335486008,0.0,0.0,0.0,-0.022781426814508798,0.0,-0.04073683475303614,0.0,0.0,0.0,0.0,0.0,-0.06615896176706287,-0.03436227605250647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
