step,seller_id,buyer_id,p2p_energy,price,carbon_intensity,actual_carbon_responsibility,signed_carbon_responsibility,low_carbon_contribution,plotted_carbon_flow
3,26,5,0.36257081006013603,1.311066135764122,-0.6781263947486877,-0.24586883626719128,-0.49966840330928647,0.49966840330928647,-0.24586883626719128
4,21,1,2.4776326300155347,1.1736290697008371,-0.6896100044250488,-1.7086002489486583,-3.4429430899595324,3.4429430899595324,-1.7086002489486583
4,21,0,0.02190689926267675,1.173589127138257,-0.6896100044250488,-0.015107216897473612,-0.030442046381347336,0.030442046381347336,-0.015107216897473612
4,13,0,2.387444476946018,1.2205366753041744,-0.6939001679420471,-1.656648123505155,-3.3278592573673675,3.3278592573673675,-1.656648123505155
4,13,4,0.03552073225154473,1.220516625791788,-0.6939001679420471,-0.024647842074771376,-0.049512354650852686,0.049512354650852686,-0.024647842074771376
4,19,4,2.42433876609253,1.226791251450777,-0.6963773965835571,-1.6882547183681094,-3.38529185463288,3.38529185463288,-1.6882547183681094
4,14,4,0.21566673372970557,1.2269135490059853,-0.6903738975524902,-0.14889068353739193,-0.2998573971481858,0.2998573971481858,-0.14889068353739193
4,14,2,1.8565000248107673,1.2268471419811249,-0.6903738975524902,-1.2816791579349043,-2.581229175302441,2.581229175302441,-1.2816791579349043
4,16,2,0.3564774765797827,1.253051072359085,-0.6733897924423218,-0.24004829396442248,-0.4895825275702703,0.4895825275702703,-0.24004829396442248
4,16,3,0.814043399867332,1.2530405223369598,-0.6733897924423218,-0.5481685160757046,-1.117998895982837,1.117998895982837,-0.5481685160757046
4,17,3,1.222645831350298,1.2543380074203014,-0.6909923553466797,-0.8448389227595416,-1.70069100470475,1.70069100470475,-0.8448389227595416
4,15,3,0.05700930418798622,1.2544496655464172,-0.6973187923431396,-0.039753659148689245,-0.07966017208027959,0.07966017208027959,-0.039753659148689245
4,15,6,1.0267883725928217,1.2542770206928253,-0.6973187923431396,-0.7159988279684042,-1.4347506887833794,1.4347506887833794,-0.7159988279684042
4,15,29,1.0604503622863952,1.2541955038905144,-0.6973187923431396,-0.739471965969394,-1.4817872195698707,1.4817872195698707,-0.739471965969394
4,15,8,0.2516714597501115,1.2540948316454887,-0.6973187923431396,-0.17549523838018283,-0.3516652602052609,0.3516652602052609,-0.17549523838018283
4,20,8,0.5261959136432923,1.2802672684192657,-0.6835439801216125,-0.35967804913546436,-0.728015188685769,0.728015188685769,-0.35967804913546436
4,20,5,1.1154040187346814,1.2802406921982765,-0.6835439801216125,-0.7624277024095458,-1.5432105155238227,1.5432105155238227,-0.7624277024095458
4,20,7,0.6919763385983234,1.280141830444336,-0.6835439801216125,-0.4729962606354786,-0.957379697654305,0.957379697654305,-0.4729962606354786
4,20,28,0.9202560000272818,1.279824748635292,-0.6835439801216125,-0.629035448989443,-1.2732146490085403,1.2732146490085403,-0.629035448989443
4,22,28,0.3041612836022828,1.2901930399239063,-0.5456730127334595,-0.16597260398013383,-0.37888550250173175,0.37888550250173175,-0.16597260398013383
5,17,29,0.8215074116986724,1.1942192036658525,-0.6956085562705994,-0.5714475846173104,-1.146502772806381,1.146502772806381,-0.5714475846173104
5,13,29,1.6107537358260995,1.2151910830289125,-0.6979360580444336,-1.124203112862813,-2.2517307279410823,2.2517307279410823,-1.124203112862813
5,13,4,1.2192110449397058,1.2151670772582293,-0.6979360580444336,-0.850931350629453,-1.704379082087247,1.704379082087247,-0.850931350629453
5,14,4,1.3309456891756781,1.2164733577519655,-0.6964372992515564,-0.9269202212200107,-1.8585822036429853,1.8585822036429853,-0.9269202212200107
5,14,1,1.6797159312528174,1.2164669651538134,-0.6964372992515564,-1.1698168266715252,-2.345617978548497,2.345617978548497,-1.1698168266715252
5,21,1,0.7602249713677596,1.2173214219510555,-0.6948094964027405,-0.5282115295088208,-1.0603690094662526,1.0603690094662526,-0.5282115295088208
5,21,2,1.9395374910034562,1.217209417372942,-0.6948094964027405,-1.347609067378346,-2.7052853110807655,2.7052853110807655,-1.347609067378346
5,19,2,0.2853319372772889,1.2181080132722855,-0.6982911825180054,-0.1992447758915114,-0.39897713198561363,0.39897713198561363,-0.1992447758915114
5,19,0,1.3458306044814716,1.2181018441915512,-0.6982911825180054,-0.9397816442722888,-1.8818630674093189,1.8818630674093189,-0.9397816442722888
5,15,0,0.49608485383707235,1.2351245284080505,-0.6988741159439087,-0.3467008636585471,-0.6939602613444977,0.6939602613444977,-0.3467008636585471
5,15,28,1.6612733137579863,1.2351207062602043,-0.6988741159439087,-1.1610209184938203,-2.3239122381244104,2.3239122381244104,-1.1610209184938203
5,16,28,1.0085194358655243,1.2444493398070335,-0.6909141540527344,-0.6968003528767696,-1.4027639579826365,1.4027639579826365,-0.6968003528767696
5,16,3,1.5270910097191548,1.244398444890976,-0.6909141540527344,-1.0550887931416457,-2.124052499945054,2.124052499945054,-1.0550887931416457
5,16,5,0.0074003953825485524,1.2435222119092941,-0.6909141540527344,-0.005113037915389295,-0.010293314683173281,0.010293314683173281,-0.005113037915389295
5,20,5,0.10261121941240785,1.3046987615525723,-0.6920992732048035,-0.07101715037798609,-0.14284500396667157,0.14284500396667157,-0.07101715037798609
5,20,27,0.42244258288133457,1.3036230616271496,-0.6920992732048035,-0.2923722045829316,-0.5880820125998658,0.5880820125998658,-0.2923722045829316
6,17,29,2.0139057556574347,1.2142700459808111,-0.6980732083320618,-1.4058536521301908,-2.815587681090395,2.815587681090395,-1.4058536521301908
6,15,29,2.16776446688839,1.2205894142389297,-0.6995704174041748,-1.5165038929350496,-3.0339390197569225,3.0339390197569225,-1.5165038929350496
6,15,28,1.2697097684307268,1.2204257771372795,-0.6995704174041748,-0.8882513926832417,-1.7770482305847504,1.7770482305847504,-0.8882513926832417
6,14,28,2.7631290661025307,1.229864425957203,-0.698555052280426,-1.9301977692288181,-3.8643881155005895,3.8643881155005895,-1.9301977692288181
6,14,4,0.6934262763306926,1.2297828420996666,-0.698555052280426,-0.48439642871480815,-0.969794822146293,0.969794822146293,-0.48439642871480815
6,13,4,0.38332127975847863,1.232545729726553,-0.6991816163063049,-0.2680111919461344,-0.5363360877770694,0.5363360877770694,-0.2680111919461344
6,13,26,1.1258960468299448,1.2325183264911175,-0.6991816163063049,-0.78720581781544,-1.5753330505964014,1.5753330505964014,-0.78720581781544
6,13,25,1.7388680616765981,1.232477892190218,-0.6991816163063049,-1.2157845819064554,-2.432992225080074,2.432992225080074,-1.2157845819064554
6,13,27,0.12114835542315916,1.2324647046625614,-0.6991816163063049,-0.08470470295761512,-0.16950855175382654,0.16950855175382654,-0.08470470295761512
6,19,27,2.2318344069392086,1.2502485886216164,-0.6992034912109375,-1.5605064091365868,-3.122790493994033,3.122790493994033,-1.5605064091365868
6,19,1,0.10185269262714325,1.2501736655831337,-0.6992034912109375,-0.07121575827413307,-0.14251264311313333,0.14251264311313333,-0.07121575827413307
6,8,1,0.43162956105022854,1.2754919864237309,-0.6991862654685974,-0.3017894608565593,-0.6039301535917192,0.6039301535917192,-0.3017894608565593
6,21,1,0.5589002418728083,1.279901996254921,-0.6966265439987183,-0.3893447439359022,-0.7805749132468679,0.7805749132468679,-0.3893447439359022
6,16,1,0.04336313390663127,1.2828683741390705,-0.6957206130027771,-0.030168626103243015,-0.0605228198378849,0.0605228198378849,-0.030168626103243015
6,16,0,1.2940641504776853,1.28281756862998,-0.6957206130027771,-0.9003071040352532,-1.8061520093696328,1.8061520093696328,-0.9003071040352532
6,16,2,0.004241727822018552,1.2821951173245907,-0.6957206130027771,-0.0029510574805256817,-0.005920266955938668,0.005920266955938668,-0.0029510574805256817
7,8,29,1.273003899505724,1.1905027572065592,-0.6996712684631348,-0.8906842531256869,-1.7817869827796937,1.7817869827796937,-0.8906842531256869
7,15,29,2.1506691733147223,1.2332285530865192,-0.6997877955436707,-1.505012039737638,-3.0104804610579436,3.0104804610579436,-1.505012039737638
7,14,29,0.5466402326894677,1.2550526149570942,-0.6993852853775024,-0.3823121351383477,-0.7649602980209751,0.7649602980209751,-0.3823121351383477
7,14,26,3.0023712433650123,1.2550398744642735,-0.6993852853775024,-2.099814268850046,-4.201474139205555,4.201474139205555,-2.099814268850046
7,13,26,0.1681935647801467,1.2613309286534786,-0.6996410489082336,-0.11767512208239678,-0.23541061742849945,0.23541061742849945,-0.11767512208239678
7,13,27,2.394366120169546,1.2612365148961544,-0.6996410489082336,-1.675196823785759,-3.351253107904441,3.351253107904441,-1.675196823785759
7,16,27,1.7108043681577536,1.2677722871303558,-0.6984332203865051,-1.19488260430372,-2.3924456620141474,2.3924456620141474,-1.19488260430372
7,16,25,0.17926571407347924,1.2677692249417305,-0.6984332203865051,-0.12520512998522654,-0.25069112983666203,0.25069112983666203,-0.12520512998522654
7,17,25,1.1499832996409907,1.2744507528841496,-0.6988874077796936,-0.8037088472760306,-1.608697157024724,1.608697157024724,-0.8037088472760306
7,19,25,1.0357249092801455,1.281260970979929,-0.6995769143104553,-0.7245692361086804,-1.4495766726047823,1.4495766726047823,-0.7245692361086804
7,9,25,0.89233799385422,1.3027670346200466,-0.6995463371276855,-0.6242317750805868,-1.2488683707785406,1.2488683707785406,-0.6242317750805868
7,9,28,0.24742466545647201,1.3027123622596264,-0.6995463371276855,-0.17308501843511798,-0.3462822842546484,0.3462822842546484,-0.17308501843511798
7,12,28,2.0664415041482793,1.3348793238401413,-0.6994969844818115,-1.4454696007597803,-2.8919786536635756,2.8919786536635756,-1.4454696007597803
7,7,28,0.025786476304918128,1.3496900349855423,-0.6999017000198364,-0.018047998603333427,-0.03609853201677612,0.03609853201677612,-0.018047998603333427
7,10,28,1.6281447588403357,1.351759359240532,-0.6998326182365417,-1.139428809447335,-2.2791301406355697,2.2791301406355697,-1.139428809447335
7,3,28,0.5992768916770759,1.3724407777190208,-0.6993139982223511,-0.41908271916095874,-0.8385765433349118,0.8385765433349118,-0.41908271916095874
7,3,24,0.17081402826335634,1.3721195608377457,-0.6993139982223511,-0.1194526410573134,-0.23902246084166284,0.23902246084166284,-0.1194526410573134
7,11,24,0.5106442092264846,1.3991076350212097,-0.6964401602745056,-0.3556331349169411,-0.7130840813754803,0.7130840813754803,-0.3556331349169411
7,11,23,0.08105514955330662,1.3990363106131554,-0.6964401602745056,-0.05645006134597888,-0.11318866603329351,0.11318866603329351,-0.05645006134597888
7,2,23,0.033478740199716334,1.4075579568743706,-0.6994253396987915,-0.023415879236874184,-0.04685099737667561,0.04685099737667561,-0.023415879236874184
7,6,23,0.4843035407154586,1.4171691834926605,-0.6995881795883179,-0.3388130324173045,-0.6778255109181255,0.6778255109181255,-0.3388130324173045
7,18,23,0.21285082195242838,1.4293153434991837,-0.6968843340873718,-0.1483324033162678,-0.2973279786829677,0.2973279786829677,-0.1483324033162678
7,18,22,0.22774503253894132,1.42910335958004,-0.6968843340873718,-0.15871194534260696,-0.31813346811986587,0.31813346811986587,-0.15871194534260696
8,8,26,1.7628992598192568,1.207775741815567,-0.699845552444458,-1.2337572063921338,-2.4677866882656136,2.4677866882656136,-1.2337572063921338
8,2,26,2.1233470990507173,1.2682375609874725,-0.6998742818832397,-1.4860760261369812,-2.972418995472483,2.972418995472483,-1.4860760261369812
8,2,29,0.2188558690593334,1.268216148018837,-0.6998742818832397,-0.1531715941938333,-0.3063707025353667,0.3063707025353667,-0.1531715941938333
8,6,29,1.6467231447522197,1.2829698957502842,-0.6998592019081116,-1.1524743458499043,-2.305180547176458,2.305180547176458,-1.1524743458499043
8,1,29,1.6143557954067072,1.2980957217514515,-0.6985341906547546,-1.1276827189732368,-2.257731775757932,2.257731775757932,-1.1276827189732368
8,3,29,0.2851310966827143,1.301364228129387,-0.6998066902160645,-0.19953664904720697,-0.39912841672510696,0.39912841672510696,-0.19953664904720697
8,3,25,1.858010395227249,1.301292523741722,-0.6998066902160645,-1.300248105071023,-2.6008553817300974,2.6008553817300974,-1.300248105071023
8,14,25,1.6941698574172916,1.3037758134305477,-0.6996850967407227,-1.185385400582234,-2.371304300774338,2.371304300774338,-1.185385400582234
8,7,25,0.6884940989206345,1.3100057244300842,-0.6999688148498535,-0.4819243984525943,-0.9638702676970384,0.9638702676970384,-0.4819243984525943
8,7,24,0.5102695796011574,1.3099530413746834,-0.6999688148498535,-0.3571727928873551,-0.7143614986081652,0.7143614986081652,-0.3571727928873551
8,15,24,1.6881042225222154,1.3120871409773827,-0.6998918652534485,-1.1814904130432957,-2.3631633688088463,2.3631633688088463,-1.1814904130432957
8,15,28,0.17434726543872836,1.3120754063129425,-0.6998918652534485,-0.12202423280974968,-0.24406731861685954,0.24406731861685954,-0.12202423280974968
8,12,28,1.867205077981995,1.3175543546676636,-0.6998038291931152,-1.3066772634606294,-2.613720818048026,2.613720818048026,-1.3066772634606294
8,13,28,0.9122479144515663,1.3180107548832893,-0.6998191475868225,-0.6384085578793517,-1.276982097995448,1.276982097995448,-0.6384085578793517
8,10,28,1.0740476070008702,1.3365658968687057,-0.6999220848083496,-0.751749640275468,-1.503582965176077,1.503582965176077,-0.751749640275468
8,5,28,0.5424398812517093,1.3447052836418152,-0.6998682022094727,-0.3796364244983536,-0.7593443413745501,0.7593443413745501,-0.3796364244983536
8,5,27,0.9562908099870107,1.3446684032678604,-0.6998682022094727,-0.6692775299750495,-1.338681096965957,1.338681096965957,-0.6692775299750495
8,9,27,1.2525489016245688,1.3465969115495682,-0.6998178958892822,-0.8765561368333373,-1.7533403679705353,1.7533403679705353,-0.8765561368333373
8,16,27,0.5731336074638185,1.411537192761898,-0.6991417407989502,-0.40070162803263626,-0.8018951532573092,0.8018951532573092,-0.40070162803263626
8,0,27,1.249268398141626,1.4124197959899902,-0.6959133744239807,-0.86938258651198,-1.743870465211118,1.743870465211118,-0.86938258651198
8,4,27,0.42324983378776704,1.4359563142061234,-0.6996936798095703,-0.2961452336817517,-0.5924201173331887,0.5924201173331887,-0.2961452336817517
8,4,20,0.33666882679346544,1.435905709862709,-0.6996936798095703,-0.23556505029629068,-0.4712332290517165,0.4712332290517165,-0.23556505029629068
8,11,20,0.4951010206426984,1.4611895754933357,-0.6987703442573547,-0.34596191063666604,-0.6925326250865549,0.6925326250865549,-0.34596191063666604
9,8,26,2.841953295709742,1.1893403325229883,-0.6999132633209229,-1.9891208054058573,-3.9784881124026765,3.9784881124026765,-1.9891208054058573
9,3,26,0.8218160985169005,1.2480500154197216,-0.6999289393424988,-0.5752128701695247,-1.150484139131355,1.150484139131355,-0.5752128701695247
9,3,29,2.34948383586767,1.248024556785822,-0.6999289393424988,-1.6444717292412037,-3.2891104143485728,3.2891104143485728,-1.6444717292412037
9,1,29,1.2844088777296432,1.2539777532219887,-0.6995551586151123,-0.8985148561868189,-1.7976010705975691,1.7976010705975691,-0.8985148561868189
9,1,20,2.609538707396835,1.253957748413086,-0.6995551586151123,-1.825516264365268,-3.6521933595430522,3.6521933595430522,-1.825516264365268
9,1,25,0.06759476787927543,1.2539573013782501,-0.6995551586151123,-0.04728626856533822,-0.09460260608083101,0.09460260608083101,-0.04728626856533822
9,2,25,3.9954519540818745,1.26250921189785,-0.699954628944397,-2.7966350899845445,-5.593451457841856,5.593451457841856,-2.7966350899845445
9,5,25,0.4725972218750232,1.2774627283215523,-0.6999518275260925,-0.3307952891351767,-0.6616133444476929,0.6616133444476929,-0.3307952891351767
9,5,21,1.2844894724907003,1.2774429693818092,-0.6999518275260925,-0.8990807537078923,-1.7982233844513824,1.7982233844513824,-0.8990807537078923
9,7,21,1.7143890205796108,1.2783185876905918,-0.699989914894104,-1.200055024610908,-2.4001273390166356,2.4001273390166356,-1.200055024610908
9,7,24,1.3646466003972788,1.2782576344907284,-0.699989914894104,-0.9552388576726195,-1.9104914779507147,1.9104914779507147,-0.9552388576726195
9,4,24,1.4711871499966998,1.282869827002287,-0.6998797655105591,-1.029654117561838,-2.059485122559528,2.059485122559528,-1.029654117561838
9,4,28,1.1230345552745835,1.2828671671450138,-0.6998797655105591,-0.7859891612058305,-1.5721133498980389,1.5721133498980389,-0.7859891612058305
9,6,28,3.1859547265385144,1.2845057398080826,-0.6999475359916687,-2.2300011606216437,-4.460169469198604,4.460169469198604,-2.2300011606216437
9,0,28,0.03746048549861758,1.2986421771347523,-0.6989405751228333,-0.026182653278784326,-0.05240499312781663,0.05240499312781663,-0.026182653278784326
9,0,27,2.962392393829793,1.2985560111701488,-0.6989405751228333,-2.0705362434829024,-4.144210919163758,4.144210919163758,-2.0705362434829024
9,9,27,0.759821122783261,1.3317648321390152,-0.6999146938323975,-0.5318099685202345,-1.0636847544685173,1.0636847544685173,-0.5318099685202345
9,14,27,0.3402969059575862,1.379639022052288,-0.6998525261878967,-0.23815764928834185,-0.47636548345865215,0.47636548345865215,-0.23815764928834185
9,14,22,0.3925647364963566,1.3796368539333344,-0.6998525261878967,-0.2747374225292612,-0.5495327380767108,0.5495327380767108,-0.2747374225292612
9,13,22,0.48892302302546325,1.4394385367631912,-0.6999152302742004,-0.34220467024722534,-0.6844507863650495,0.6844507863650495,-0.34220467024722534
9,10,22,0.07457902220813412,1.4456571489572525,-0.6999607086181641,-0.05220238523285535,-0.10440770077854923,0.10440770077854923,-0.05220238523285535
9,15,22,0.2107092226420887,1.4499298185110092,-0.6999366879463196,-0.14748311541584722,-0.29497957126530927,0.29497957126530927,-0.14748311541584722
9,11,22,0.21353741631205944,1.4846076965332031,-0.6995036602020264,-0.14937020430036946,-0.29884639571881105,0.29884639571881105,-0.14937020430036946
10,8,21,2.537859794845926,1.213042002171278,-0.6999413371086121,-1.7763529781986453,-3.5528548345907933,3.5528548345907933,-1.7763529781986453
