seller_id,buyer_0,buyer_1,buyer_2,buyer_3,buyer_4,buyer_5,buyer_6,buyer_7,buyer_8,buyer_9,buyer_10,buyer_11,buyer_12,buyer_13,buyer_14,buyer_15,buyer_16,buyer_17,buyer_18,buyer_19,buyer_20,buyer_21,buyer_22,buyer_23,buyer_24,buyer_25,buyer_26,buyer_27,buyer_28,buyer_29
14,0.0,1.6797159312528174,1.8565000248107673,0.0,2.2400386992360763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3925647364963566,0.0,0.0,1.6941698574172916,3.0023712433650123,0.3402969059575862,2.7631290661025307,0.5466402326894677
15,0.49608485383707235,0.0,0.5736144006643444,0.05700930418798622,0.0,0.0,1.2811779805553478,0.0,0.2516714597501115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107092226420887,0.0,1.6881042225222154,0.0,0.0,0.0,3.1053303476274414,5.3788840024895075
16,1.2940641504776853,0.04336313390663127,0.3607192044018012,2.6936352403273798,0.0,0.0074003953825485524,0.0,0.0,1.3742383507927232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17926571407347924,0.0,2.283937975621572,1.0085194358655243,0.0
17,0.0,0.0,0.0,1.222645831350298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1499832996409907,0.0,0.0,0.0,2.835413167356107
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22774503253894132,0.21285082195242838,0.0,0.0,0.0,0.0,0.0,0.0
19,1.3458306044814716,2.454891356226405,0.2853319372772889,0.0,2.42433876609253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0357249092801455,0.0,2.2318344069392086,0.0,0.0
20,1.6468207376820367,0.0,1.6065832024057267,0.42326739046588635,1.753402974192106,1.2180152381470892,3.1212903037305706,0.6919763385983234,2.510614938409294,0.0,1.4185225274252415,0.0,0.0,0.0,0.11902416315146525,0.0,0.13463599600757714,0.6312476332593837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42244258288133457,0.9202560000272818,0.0
21,2.5625764017816026,4.6589364603153385,1.9395374910034562,0.0,3.10175036402846,0.0,0.0,0.0,1.5650968644824212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,1.5947340582607223,3.7188782364499486,0.0,0.10897514804293974,1.6553573869924676,0.38274171497349213,0.0,1.169893584156822,0.9841262832583706,0.0,0.121131156770383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3041612836022828,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
