step,phase,cmtm_mode,agent0_carbon_mass,agent0_storage_intensity,agent0_energy,agent0_active,agent1_carbon_mass,agent1_storage_intensity,agent1_energy,agent1_active,agent2_carbon_mass,agent2_storage_intensity,agent2_energy,agent2_active,agent3_carbon_mass,agent3_storage_intensity,agent3_energy,agent3_active,agent4_carbon_mass,agent4_storage_intensity,agent4_energy,agent4_active
0,charge,full,4.434321123563075,0.5147362322254775,8.614744496207612,1.0,3.6306356324763733,0.6999999947596497,5.186622370937274,1.0,4.160712307824668,0.6999999954272726,5.943874764291981,1.0,6.06697694379048,0.699999996864039,8.667109958528854,1.0,5.934140614725098,0.6999999967938403,8.477343774149737,1.0
1,charge,full,4.434321123563075,0.40701469513841765,10.894744530182258,1.0,5.226635629078908,0.6999999927196752,7.466622404911921,1.0,5.756712304427203,0.6999999933900457,8.223874798266628,1.0,7.662976940393015,0.6999999950343573,10.947109992503503,1.0,7.530140611327632,0.6999999949467602,10.757343808124386,1.0
2,charge,full,4.434321123563075,0.3764615292906526,11.778948919212123,1.0,6.822635625681443,0.6999999916341116,9.746622438886568,1.0,7.3527123010297375,0.6999999922372308,10.503874832241276,1.0,8.25259534333591,0.6999999945374269,11.789422011052128,1.0,8.226028077296615,0.6999999943657825,11.751468776438493,1.0
3,charge,full,4.434321123563075,0.3708931992580245,11.955789786477558,1.0,8.084527057218729,0.6999999910792152,11.549324514639668,1.0,8.190542393191102,0.6999999918118827,11.700774984283457,1.0,8.37051901689569,0.6999999944464418,11.95788440472071,1.0,8.365205562194786,0.6999999942611864,11.950293758250421,1.0
4,charge,full,4.434321123563075,0.3697992420048396,11.991157957822539,1.0,8.336905328483267,0.6999999909883935,11.909864908300404,1.0,8.358108401635661,0.6999999917370461,11.940155000423731,1.0,8.394103750201886,0.6999999944285514,11.9915768814462,1.0,8.393041057515296,0.6999999942406834,11.990058752242629,1.0
5,charge,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,1.0,8.398820696581973,0.6999999944249854,11.998315376389652,1.0,8.398608156247573,0.6999999942365991,11.998011750567034,1.0
6,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
7,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
8,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
9,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
10,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
11,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
12,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
13,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
14,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
15,freeze,full,4.434321123563075,0.3695812245065947,11.998231591669914,1.0,8.387380979727592,0.699999990970885,11.981972982734575,1.0,8.391621601327031,0.6999999917224374,11.988031000798154,0.0,8.398820696581973,0.6999999944249854,11.998315376389652,0.0,8.398608156247573,0.6999999942365991,11.998011750567034,0.0
16,discharge,full,3.5006422266861468,0.36958122450659464,9.471915764551191,1.0,6.618959923554882,0.699999990970885,9.455657155615853,1.0,6.623200543255662,0.6999999917224375,9.46171517367943,1.0,6.630399631683114,0.6999999944249854,9.47199954927093,1.0,6.630187091824637,0.6999999942365991,9.471695923448312,1.0
17,discharge,full,2.5669633298092185,0.3695812245065946,6.945599937432468,1.0,4.850538867382172,0.699999990970885,6.92934132849713,1.0,4.854779485184293,0.6999999917224375,6.935399346560707,1.0,4.861978566784256,0.6999999944249853,6.945683722152206,1.0,4.861766027401702,0.699999994236599,6.945380096329589,1.0
18,discharge,full,1.6332844329322904,0.3695812245065946,4.419284110313745,1.0,3.0821178112094616,0.699999990970885,4.403025501378407,1.0,3.0863584271129243,0.6999999917224375,4.4090835194419835,1.0,3.0935575018853974,0.6999999944249853,4.419367895033483,1.0,3.0933449629787666,0.699999994236599,4.419064269210866,1.0
19,discharge,full,0.6996055360553624,0.36958122450659464,1.8929682831950219,1.0,1.3136967550367513,0.6999999909708852,1.8767096742596836,1.0,1.3179373690415552,0.6999999917224377,1.8827676923232604,1.0,1.325136436986539,0.6999999944249854,1.89305206791476,1.0,1.3249238985558316,0.6999999942365991,1.8927484420921425,1.0
20,discharge,full,0.13992109887112458,0.3695812245065946,0.378593634073064,1.0,0.26273933534686456,0.6999999909708849,0.3753419124798141,1.0,0.26358745809727324,0.6999999917224374,0.3765535160203122,1.0,0.26502727160045025,0.6999999944249852,0.37861039101601257,1.0,0.26498476391684256,0.6999999942365991,0.37854966585510863,1.0
21,discharge,full,0.027984218106235442,0.36958122450659453,0.07571872230142501,1.0,0.052547863937275924,0.699999990970885,0.07506837802153848,1.0,0.052717488477247304,0.6999999917224374,0.07531069871519475,1.0,0.05300545116071881,0.6999999944249852,0.07572207368981498,1.0,0.05299694962450399,0.6999999942365993,0.07570992865835807,1.0
22,discharge,full,0.005596843287649207,0.36958122450659436,0.015143743557647485,1.0,0.010509572161035832,0.6999999909708852,0.015013674709422893,1.0,0.010543497067008023,0.6999999917224378,0.01506213884526545,1.0,0.01060108960026955,0.6999999944249855,0.015144413835285538,1.0,0.010599389293127925,0.6999999942365991,0.015141984829138935,1.0
