step,seller_0_output_intensity,seller_1_output_intensity,buyer_carbon_p2p_import,buyer_carbon_load,cmtm_mode
13,0.4288633167743683,0.699999988079071,0.0,3.5757624049285566,full
14,0.4509296119213104,0.699999988079071,0.0,3.684924524665157,full
15,0.4525936245918274,0.699999988079071,0.0,3.459486441482217,full
16,0.451766699552536,0.699999988079071,0.0,3.4019710033316715,full
17,0.44153162837028503,0.699999988079071,0.0,3.2790231856443164,full
18,0.4761534631252289,0.699999988079071,0.0,3.686576302190246,full
19,0.45478877425193787,0.699999988079071,0.0,3.6344324192035224,full
20,0.4634401500225067,0.699999988079071,0.0,3.663451575153013,full
21,0.44969606399536133,0.699999988079071,0.0,3.6198040650172403,full
22,0.4604010581970215,0.699999988079071,0.0,3.245887761771226,full
23,0.4772389233112335,0.699999988079071,0.0,3.444483676679394,full
8,0.005544508341699839,0.699999988079071,1.0504752997883147,3.7222224127923407,full
9,0.0,0.699999988079071,1.0655962699086896,3.42281903507975,full
10,0.0,0.699999988079071,1.0561640540539474,3.313720260039835,full
11,0.04265335947275162,0.699999988079071,0.8426031330705891,3.3356240871215364,full
12,0.3986360728740692,0.699999988079071,0.0,3.7001995062214523,full
13,0.43864187598228455,0.699999988079071,0.0,3.322037597247052,full
14,0.4817180931568146,0.699999988079071,0.0,3.401987709031052,full
15,0.4837518632411957,0.699999988079071,0.0,3.6171159413583944,full
16,0.46228882670402527,0.699999988079071,0.0,3.7550993184510664,full
17,0.49437060952186584,0.699999988079071,0.0,3.420568319441031,full
18,0.4325017035007477,0.699999988079071,0.0,3.39516135694085,full
19,0.4811047315597534,0.699999988079071,0.0,3.544286407086681,full
20,0.49291983246803284,0.699999988079071,0.0,3.469527436316462,full
21,0.4684508144855499,0.699999988079071,0.0,3.706043553315678,full
22,0.48748478293418884,0.699999988079071,0.0,3.7367163437846065,full
23,0.4546460807323456,0.699999988079071,0.0,3.491172623419708,full
