active_agent_count,reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,carbon_mean,carbon_std,n_agents_mean,n_agents_std
1,37.16862085958322,0.0,0.0,0.0,1.7810652150110589,0.0,1.5621304266478495,0.0,1.3677301253333958,0.0,1.0,0.0
2,72.01624759038289,0.0,0.5078251916853922,0.0,2.7150581811125463,0.0,0.49781539282785614,0.0,1.981612552291448,0.0,2.0,0.0
