reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,carbon_mean,carbon_std,n_agents_mean,n_eval_episodes,run_dir,label,checkpoint_episode,checkpoint_path,active_agent_count
37.16862085958322,0.0,0.0,0.0,1.7810652150110589,0.0,1.5621304266478495,0.0,1.3677301253333958,0.0,1.0,1,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\full_multiseed10000_rerun_seed42_20260416,Seed42,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\full_multiseed10000_rerun_seed42_20260416\models\transformer_10000.pt,1
72.01624759038289,0.0,0.5078251916853922,0.0,2.7150581811125463,0.0,0.49781539282785614,0.0,1.981612552291448,0.0,2.0,1,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\full_multiseed10000_rerun_seed42_20260416,Seed42,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\full_multiseed10000_rerun_seed42_20260416\models\transformer_10000.pt,2
