run,seed,thread_level_episode_summaries,training_iterations,mean_reward,final100_reward,final100_p2p_volume_mean_active,final100_grid_buy_mean_active,final100_grid_sell_mean_active,final100_carbon_responsibility_last_mean
full_multiseed5000_penalty_seed42_20260415,42,20000,5000,72.38511688366421,72.81451395924886,0.0664820512259548,2.784121663160405,0.2022872324075696,2.0252916764452
full_multiseed5000_penalty_seed43_20260415,43,20000,5000,73.36429818795176,73.96783049477472,0.1545918039024079,2.753300878310769,0.17607612936096292,1.992883804672299
full_multiseed5000_penalty_seed44_20260415,44,20000,5000,74.25091975391281,75.53596556091308,0.2598270758026621,2.713661821409279,0.13674092253596998,2.0205522814370016
