seed,mean_reward,final100_reward,mean_p2p,final100_p2p,mean_grid_buy,final100_grid_buy,mean_grid_sell,final100_grid_sell,mean_carbon_load,final100_carbon_load
seed42,72.31437341549649,72.52689205243851,5.76909883639738,3.477687273281828,1982.7229592998467,2013.6809333623407,159.86075549121102,161.30936947050515,1467.4850549382097,1490.2009806304236
seed43,74.2990262857808,74.4375416416592,63.18034545053162,58.378942315954035,1947.3819932820902,1976.3128457708074,123.82908713500048,123.84176682874228,1439.9781076790239,1462.5583535300393
seed44,72.68987055465061,77.10701562335757,34.423847954253965,104.69209562233593,1983.14060694999,1924.2693699754964,151.86656868562574,69.09399902772395,1460.7243112589715,1425.168834479631
