method,method_label,scale_reward_mean,scale_reward_std,scale_p2p_mean,scale_p2p_std,scale_grid_trade_mean,scale_grid_trade_std,scale_carbon_mean,scale_carbon_std,scale_inactive_action_abs_mean,scale_inactive_action_abs_std,dynamic_reward_mean,dynamic_reward_std,dynamic_p2p_mean,dynamic_p2p_std,dynamic_grid_trade_mean,dynamic_grid_trade_std,dynamic_carbon_mean,dynamic_carbon_std,dynamic_inactive_action_abs_mean,dynamic_inactive_action_abs_std,noise_reward_mean,noise_reward_std,noise_p2p_mean,noise_p2p_std,noise_grid_trade_mean,noise_grid_trade_std,noise_carbon_mean,noise_carbon_std,noise_inactive_action_abs_mean,noise_inactive_action_abs_std,inactive_noise_reward_drop,inactive_noise_reward_delta,inactive_noise_reward_sensitivity,scale_agent_count_points,dynamic_scenario_count,mask_isolation_score
full_ours,Full / Ours,74.57443619245255,2.695187064628763,0.25084158908188536,0.06307719693291236,2.886598677057901,0.10714849235683509,2.0165798631033045,0.04981314892653748,0.0,0.0,75.27450311045428,0.5708430018763342,0.23727817593399753,0.02949755713049601,2.8045705043002505,0.038760713050997944,2.008855767052286,0.014381161426653034,0.0,0.0,74.53334820737219,0.0,0.25196987167376045,0.0,2.784186000405391,0.0,2.0061586745200883,0.0,0.0,0.0,0.10691210226335102,-0.10691210226335102,0.10691210226335102,30,5,0.75
without_structured_mask,w/o Structured Mask,75.28397647868997,1.3437873274458394,0.2851904112750821,0.07552510108447012,2.842458650928373,0.0712747320838871,2.0023498126240935,0.051775495312803684,0.740496280300581,0.060484974086416815,75.19109438026221,0.6500927394583507,0.24212528556425178,0.030846118737519093,2.7995148863117487,0.019853062273250736,2.0102801372884387,0.017084988481418695,0.7109774898661316,0.03684403035937304,74.40236000662593,0.0,0.23505446723023446,0.0,2.7578363532926056,0.0,2.0090478808998955,0.0,0.7078340260723165,0.0,0.05686606802616723,-0.05686606802616723,0.05686606802616723,30,5,0.25
