method,method_label,mask_mode,seed,run_dir,checkpoint_episode,checkpoint_path,scenario_name,scenario_label,scenario_category,active_agent_count,min_agents,step_churn_prob,inactive_noise_std,reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,grid_trade_mean,grid_trade_std,carbon_mean,carbon_std,n_agents_mean,n_eval_episodes,attn_leakage_per_call,attn_calls,attn_entropy_mean,inactive_action_abs_mean
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_15,15 active agents,scale_sweep,15,15,0.0,0.0,76.27808553006915,1.4441414846374347,0.33364061946539664,0.1024059636451651,2.7003566403552806,0.22634506385620556,0.10162016932603057,0.02290273987280556,2.801976809681311,0.21612461947248446,1.9925931830114418,0.15604541611679207,15.0,20,nan,0.0,2.384233644059121,0.8836178058165091
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_16,16 active agents,scale_sweep,16,16,0.0,0.0,76.18554288446902,1.3219055252790628,0.2796757647940985,0.09489324827424593,2.572732804418244,0.23412979692752808,0.08761383770507646,0.021276161373059304,2.66034664212332,0.2216800158563042,1.92227917767794,0.1628553481399458,16.0,20,nan,0.0,2.3794352342359355,0.8774886160615891
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_17,17 active agents,scale_sweep,17,17,0.0,0.0,76.2864934472477,1.1525983049699722,0.38691712099077236,0.09372702380180717,2.670208805825227,0.20406411695272836,0.10760162079986961,0.015575947104068445,2.7778104266250963,0.1958075037411369,1.972358324356089,0.14153952738940223,17.0,20,nan,0.0,2.365139977080249,0.8574645273705833
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_18,18 active agents,scale_sweep,18,18,0.0,0.0,76.08901908750886,1.2161258101847947,0.3425731430822184,0.05931231287392101,2.6883927844187605,0.20816348227082057,0.1078591923596858,0.013598590089821623,2.7962519767784455,0.20194013348684967,1.9932676792724968,0.13800220096044596,18.0,20,nan,0.0,2.3650120915081656,0.8577895075082779
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_19,19 active agents,scale_sweep,19,19,0.0,0.0,75.85270961962249,1.1835669113300589,0.292982409452169,0.08140683515373226,2.7670091603805895,0.16722592582958307,0.09383736663534473,0.012606235608973504,2.860846527015935,0.16351009867695587,2.044733648841161,0.11488739100920682,19.0,20,nan,0.0,2.368062726396029,0.864952539795577
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_20,20 active agents,scale_sweep,20,20,0.0,0.0,76.34782710870107,1.135078520483737,0.3283913111948521,0.06430121414099815,2.7198225355034937,0.16176341950328185,0.10695381246169608,0.016161795843486707,2.8267763479651897,0.1567146522302801,2.009350931844709,0.11212336748415147,20.0,20,nan,0.0,2.352717156219678,0.8399695123566522
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_21,21 active agents,scale_sweep,21,21,0.0,0.0,76.45977140456911,1.2081230898712223,0.3316686136908787,0.07092172577369017,2.6599591009543166,0.1665131411806681,0.09683232271951718,0.017240399435780908,2.7567914236738336,0.16372518966892077,1.974199366283359,0.11394909363647088,21.0,20,nan,0.0,2.3411011722081345,0.8207521959587379
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_22,22 active agents,scale_sweep,22,22,0.0,0.0,76.3843300559304,0.7754678736556957,0.3072344056855193,0.06136919023435092,2.6457435983888677,0.16552665540338568,0.09079028751320978,0.01304093645605604,2.7365338859020776,0.15745613510275414,1.9656204986310921,0.11377589947180979,22.0,20,nan,0.0,2.3255340178196873,0.8104195333189435
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_23,23 active agents,scale_sweep,23,23,0.0,0.0,75.36309866697891,0.7085837200188989,0.27648134351622666,0.04962337832955154,2.767689633703817,0.12228326670864788,0.1083605733744282,0.017313583278565754,2.8760502070782445,0.1183906721539038,2.0322470189898305,0.08482421832623531,23.0,20,nan,0.0,2.3303516013944736,0.8120283663272858
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_24,24 active agents,scale_sweep,24,24,0.0,0.0,75.8669182062149,0.6337469922968947,0.2897381647386716,0.039117404747530005,2.7246501259069986,0.1334831895785853,0.11577762613982126,0.02058882399900445,2.8404277520468204,0.12267763633765627,2.017627276760206,0.08908293791132926,24.0,20,nan,0.0,2.3109170682321154,0.7988715604499534
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_25,25 active agents,scale_sweep,25,25,0.0,0.0,75.53410410817466,0.7110550903729272,0.24520952746028235,0.026412140251108076,2.6759697849671378,0.08978947120616897,0.12156131516111852,0.014508555287700942,2.797531100128256,0.0889799489070741,1.9836307461574965,0.06399289563112803,25.0,20,nan,0.0,2.280588028869017,0.7777315787474315
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_26,26 active agents,scale_sweep,26,26,0.0,0.0,75.93681228099726,0.819907148723237,0.26807623882910875,0.04966147100221373,2.7101984346840227,0.09585342808277164,0.09998369448560938,0.01161012697482192,2.8101821291696316,0.09157350216692187,2.001500619297279,0.06210381896648747,26.0,20,nan,0.0,2.2860387972632394,0.789445016036431
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_27,27 active agents,scale_sweep,27,27,0.0,0.0,76.53278506950096,0.5771303071902473,0.25975293975256236,0.02528200072241998,2.6886086179722377,0.07515182890787042,0.10231664774795927,0.011665940331932976,2.790925265720197,0.069052873946124,2.0003442974314067,0.04814804881534845,27.0,20,nan,0.0,2.2719228037638093,0.7809759036258415
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_28,28 active agents,scale_sweep,28,28,0.0,0.0,76.73533513659524,0.4560624785741105,0.29106114947562334,0.02870933868940988,2.6714493950286418,0.06573253934131293,0.09525178779990706,0.01039789866015366,2.766701182828549,0.05881841445395232,1.9814768677103232,0.04665217725082821,28.0,20,nan,0.0,2.249680992753291,0.7706340216100216
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_29,29 active agents,scale_sweep,29,29,0.0,0.0,75.72948174969903,0.35208295779198934,0.2862426812805231,0.009442267950470633,2.716379482660308,0.04562754982905914,0.1306524841751038,0.011307659336002888,2.847031966835412,0.039470037670108316,1.9987587798740438,0.03063250982189982,29.0,20,nan,0.0,2.22150297498361,0.7365912989609771
without_structured_mask,w/o Structured Mask,obs_only,42,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed42_20260428\models\transformer_10000.pt,scale_30,30 active agents,scale_sweep,30,30,0.0,0.0,75.96794209798176,0.2942604355417837,0.2623807095831192,0.0076095484093411025,2.7042477311061535,0.011651315722475112,0.12249822172809655,0.005000176553532316,2.82674595283425,0.013797662686743322,1.9959967324554366,0.007683677816976396,30.0,20,nan,0.0,2.200236481403718,nan
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,dynamic_churn05_p50,"5-30 agents, churn 0.50",dynamic,,5,0.5,0.0,74.0385882830335,4.240073622462276,0.12312230050531084,0.044399065662789075,2.6616874374018926,0.14704816917406177,0.14561622954425052,0.024384726189742235,2.8073036669461424,0.13862982097710116,2.045864909667615,0.10961125280576686,17.83611111111111,30,nan,0.0,2.0799576076327777,0.8260938806412944
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,dynamic_churn10_p30,"10-30 agents, churn 0.30",dynamic,,10,0.3,0.0,73.2829661314843,3.4407496789545284,0.13559075961919115,0.03660396965940163,2.666914174656905,0.13213953825465471,0.1637834239691959,0.028748022920389884,2.8306975986261014,0.12087071299975563,2.0337042744227665,0.08812210731066997,20.202777777777776,30,nan,0.0,2.056582190954077,0.8031496187879215
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,dynamic_churn20_p20,"20-30 agents, churn 0.20",dynamic,,20,0.2,0.0,73.48017074141417,2.5185778711653386,0.12350774814801496,0.022136029229992672,2.743413052421206,0.09076309159389821,0.15650942053585512,0.019897134500728945,2.899922472957061,0.08173280516342063,2.0537977682087063,0.06573782379597633,25.57916666666667,30,nan,0.0,2.021361847115996,0.7594081410713527
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,dynamic_static30,Static 30 agents,dynamic,,30,0.0,0.0,74.32082539593732,0.24295802830275554,0.11351952943377489,0.005190995336497174,2.726567194452939,0.015771294408329358,0.16054082035173234,0.007261764970711562,2.8871080148046695,0.018453823334304172,2.026798784496925,0.007927724388409411,30.0,30,nan,0.0,2.026968878518471,nan
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,dynamic_var20,Variable 20-30 agents,dynamic,,20,0.0,0.0,74.02590078630936,0.7339294517761001,0.16648499649959636,0.021719824937668365,2.730060317007792,0.1035330449556472,0.17732633601571168,0.022970802686631858,2.907386653023503,0.10571430905302298,2.026369366091527,0.06975972570263363,24.5,30,nan,0.0,2.0381123337942175,0.7507162206903452
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,noise_churn10_p30,Inactive-noise stress,inactive_noise,,10,0.3,5.0,72.95817889206373,3.7937667911897646,0.11877916304567618,0.0370817619285625,2.6786817354461,0.13294287957776535,0.15817514990800446,0.02939762111199946,2.8368568853541047,0.1252301469359337,2.0371539185951133,0.09153312570196091,20.078125000000004,40,nan,0.0,2.03560427699462,0.6266451750715261
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_01,1 active agents,scale_sweep,1,1,0.0,0.0,69.29984910779942,12.789939887650652,0.0,0.0,2.460328663103831,1.0464367589645092,0.2941126382787138,0.4045124714140194,2.754441301382544,0.9725007722152761,1.8520750369757437,0.7054614254261266,1.0,20,nan,0.0,2.297660286126078,0.8594656136757569
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_02,2 active agents,scale_sweep,2,2,0.0,0.0,72.33362448737026,7.919555440945886,0.06396444884218888,0.11531091137541245,2.751770004736609,0.769320396672045,0.17038227627391428,0.1505994172736133,2.922152281010523,0.6976179808937785,2.0627775603243323,0.5393848440762216,2.0,20,nan,0.0,2.2796355508410375,0.8605729532620263
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_03,3 active agents,scale_sweep,3,3,0.0,0.0,73.31457804375225,6.230223789378899,0.17390752104596313,0.14487472190995923,2.8588620590328837,0.7001886483866097,0.19041158266293004,0.14427774243432617,3.0492736416958137,0.5761364120760156,2.1031359360158555,0.49074919930560434,3.0,20,nan,0.0,2.261406895591587,0.8623129255977677
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_04,4 active agents,scale_sweep,4,4,0.0,0.0,75.47784425852201,3.9710163315788902,0.19476240978772674,0.13375032773356124,2.6826079993822423,0.5344815726210896,0.15105182587643284,0.0869716969287375,2.8336598252586755,0.4729915100259875,1.986793638374581,0.38251781669828433,4.0,20,nan,0.0,2.232788839028344,0.865631859526675
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_05,5 active agents,scale_sweep,5,5,0.0,0.0,73.78198301037153,3.048206110516233,0.2153978060613703,0.1390051753138619,2.761649680186834,0.5420927600181843,0.1420904939601973,0.07112603003668344,2.903740174147031,0.5015050639696794,2.042264054484638,0.38222981242643195,5.0,20,nan,0.0,2.2169375581941644,0.8639749354256524
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_06,6 active agents,scale_sweep,6,6,0.0,0.0,74.23720118502777,3.552585139885748,0.23353927517975875,0.082782403216322,2.8072746279792344,0.46612575694128716,0.16068424825804467,0.05482312329889115,2.9679588762372786,0.4434495850504896,2.0848198893270107,0.32889492420854793,6.0,20,nan,0.0,2.2006656164110034,0.8629015897159223
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_07,7 active agents,scale_sweep,7,7,0.0,0.0,75.06307414017972,2.787359215024941,0.19401313988601385,0.10199816423367188,2.5928665065470433,0.3829612124383101,0.14421447274707042,0.06362867501057341,2.7370809792941135,0.35020840685980764,1.9327907144786411,0.27048883883754615,7.0,20,nan,0.0,2.1759077868765333,0.8590952881292444
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_08,8 active agents,scale_sweep,8,8,0.0,0.0,74.46332616147896,2.536529213000542,0.17005811445560204,0.09021348453755912,2.7771063511740652,0.2963979699423566,0.12726429354703503,0.055253648134801304,2.9043706447210997,0.2600445547798223,2.0558294178921503,0.20655231534392454,8.0,20,nan,0.0,2.1550230646170063,0.8624595465082111
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_09,9 active agents,scale_sweep,9,9,0.0,0.0,73.98401705070778,2.827798468981212,0.1895104863029842,0.07092589852085109,2.648918796749621,0.3408346457176156,0.16788741622159847,0.0498022256744671,2.81680621297122,0.31945772937824884,1.9739985229297705,0.23394274144409136,9.0,20,nan,0.0,2.153865389495355,0.8507667873271558
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_10,10 active agents,scale_sweep,10,10,0.0,0.0,75.10016127069791,2.1877804345569065,0.17071377274789296,0.07852944229097492,2.752336571018284,0.28391574356542354,0.13376187154555264,0.04293665640155465,2.886098442563837,0.26162993363483694,2.0506373234277766,0.1992328949943242,10.0,20,nan,0.0,2.1304515054663185,0.8549171880880991
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_11,11 active agents,scale_sweep,11,11,0.0,0.0,74.1739303372123,2.29814611400277,0.20489966912211566,0.06929226925936971,2.8702570885684557,0.2254550796083608,0.15192173206998788,0.0404182002233021,3.0221788206384437,0.20478207091356557,2.1111460654935126,0.15895208378875755,11.0,20,nan,0.0,2.116232537121965,0.8543276142655758
