method,method_label,mask_mode,seed,run_dir,checkpoint_episode,checkpoint_path,scenario_name,scenario_label,scenario_category,active_agent_count,min_agents,step_churn_prob,inactive_noise_std,reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,grid_trade_mean,grid_trade_std,carbon_mean,carbon_std,n_agents_mean,n_eval_episodes,attn_leakage_per_call,attn_calls,attn_entropy_mean,inactive_action_abs_mean
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_12,12 active agents,scale_sweep,12,12,0.0,0.0,74.99427631563609,2.947885156896828,0.1881215320547122,0.05277746123835406,2.6406629471496017,0.34172403965342807,0.1862652744134496,0.06115000505229198,2.8269282215630516,0.2968351985135492,1.972332620071883,0.24149365401802314,12.0,20,nan,0.0,2.1193758776156955,0.8350705826724018
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_13,13 active agents,scale_sweep,13,13,0.0,0.0,73.98711927670698,1.449321894012943,0.2130531625690057,0.04595525528708931,2.6798925084978293,0.2448650197403903,0.1866449379001839,0.04432280328643868,2.866537446398013,0.20923123536446997,1.9916498297936591,0.16427830275220237,13.0,20,nan,0.0,2.102465079665754,0.8319370154461829
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_14,14 active agents,scale_sweep,14,14,0.0,0.0,74.49123090193385,1.6680787526436314,0.17218044765715346,0.04721723066003898,2.8527261176686034,0.23977601414260405,0.15067865463443114,0.043410520994428825,3.0034047723030346,0.21460163350227798,2.1022824150647867,0.16083711935765152,14.0,20,nan,0.0,2.0699004507984946,0.8408538667692078
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_15,15 active agents,scale_sweep,15,15,0.0,0.0,73.59122560130226,1.81901730502818,0.17605476626445188,0.04701705898190893,2.773139708702129,0.19912216138541664,0.18596248149650568,0.04418324865620148,2.9591021901986343,0.1675994814652071,2.0449704259286965,0.1381186893411994,15.0,20,nan,0.0,2.0776310776467204,0.8216352083064892
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_16,16 active agents,scale_sweep,16,16,0.0,0.0,73.36361845036348,1.6670064945016383,0.14245673197532893,0.04375714337833962,2.647642020974248,0.21584547413990657,0.17272747476642109,0.04149935401039772,2.820369495740669,0.19378529983485412,1.9773417378285227,0.15168201879208904,16.0,20,nan,0.0,2.0538207707081826,0.8096404132388887
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_17,17 active agents,scale_sweep,17,17,0.0,0.0,73.04823915888281,1.15984810877407,0.21005070002614973,0.03678419010987244,2.7579046761530246,0.18714704781988728,0.209805468906604,0.04090285538447503,2.9677101450596295,0.16648161741719092,2.035418733476666,0.1292690130727737,17.0,20,nan,0.0,2.0801088598317623,0.7969063275899643
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_18,18 active agents,scale_sweep,18,18,0.0,0.0,73.1416830646771,1.23998563893869,0.187119670710612,0.03247733692340652,2.7670466110871788,0.1928994134170227,0.20051831778181523,0.02757080049047897,2.9675649288689945,0.17282316823405272,2.0508188513011114,0.12711138836240965,18.0,20,nan,0.0,2.060117761978035,0.7937190877066718
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_19,19 active agents,scale_sweep,19,19,0.0,0.0,73.17055998350445,1.130505421386378,0.15797609112186622,0.04099408556315787,2.836758485032436,0.15181809822399267,0.1814097879272817,0.0273689746175326,3.0181682729597172,0.1407990405166449,2.0971250064617104,0.1061400157825542,19.0,20,nan,0.0,2.0384253259402154,0.7970574559587421
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_20,20 active agents,scale_sweep,20,20,0.0,0.0,73.73088016351065,1.1879067790862423,0.17078828872997173,0.027421733977068482,2.788679466844246,0.15013371563425748,0.18995449849390833,0.028131265425364517,2.978633965338154,0.13641392810028244,2.0604512749040986,0.1041274451265949,20.0,20,nan,0.0,2.048518965144952,0.7783479408423106
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_21,21 active agents,scale_sweep,21,21,0.0,0.0,73.42902329460023,0.9881508496550787,0.16713116015751012,0.03447338605665471,2.7395845294121024,0.15915054849985427,0.19135782899441542,0.026567302695869724,2.9309423584065177,0.15428716124702968,2.0331668922857506,0.10962131631271621,21.0,20,nan,0.0,2.0453392311889944,0.7680059196036539
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_22,22 active agents,scale_sweep,22,22,0.0,0.0,73.95065332181528,0.8725633729247836,0.15133732702473351,0.027603607370554062,2.707697911849115,0.15197623738846036,0.16949800393815714,0.024434845712412515,2.8771959157872717,0.13686810051668813,2.0130780601463325,0.10577647616602759,22.0,20,nan,0.0,2.0478818457879004,0.7574701434208287
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_23,23 active agents,scale_sweep,23,23,0.0,0.0,73.07880696559297,0.7085496287785845,0.13964249223920427,0.02100133409551201,2.8251696341026653,0.11875024223805787,0.18139556776333637,0.02236687973232984,3.006565201866001,0.11138425788867591,2.076691665648208,0.08211266821020859,23.0,20,nan,0.0,2.0272558269564245,0.75699286725786
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_24,24 active agents,scale_sweep,24,24,0.0,0.0,73.85855520566305,0.6559181470913346,0.1387045221186804,0.016444245186795266,2.773437204181521,0.12811769047196903,0.18095110980074208,0.020414852675570395,2.954388313982263,0.11743532295702128,2.056843181341123,0.08659673846139283,24.0,20,nan,0.0,2.033256901344641,0.7458427770270242
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_25,25 active agents,scale_sweep,25,25,0.0,0.0,73.69733135223389,0.6815996310812906,0.11166577501448552,0.012971364843816528,2.7216124569056164,0.088228606450587,0.1783584659476421,0.012431241241607872,2.8999709228532593,0.08861625090638489,2.019265356362803,0.06388880289042559,25.0,20,nan,0.0,2.0451974057455042,0.718658109638426
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_26,26 active agents,scale_sweep,26,26,0.0,0.0,73.95530540026151,0.8104500722681524,0.143118849184344,0.03049159191151004,2.7582006342778724,0.08577400414623418,0.1605417953416011,0.01806494529102763,2.9187424296194733,0.07865127989169039,2.0399844504631046,0.05688936059316428,26.0,20,nan,0.0,2.018422017619014,0.7311952142251863
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_27,27 active agents,scale_sweep,27,27,0.0,0.0,74.54701929916571,0.6602142367431599,0.13488432597186023,0.01627574975770998,2.7384288669181367,0.07265006635036059,0.1600239443307347,0.01531091755399237,2.898452811248871,0.07093893712945358,2.0388018035164084,0.0476686463371691,27.0,20,nan,0.0,2.017223006666032,0.7189106725984149
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_28,28 active agents,scale_sweep,28,28,0.0,0.0,74.52789810952686,0.5179282824387186,0.16908283497477927,0.016870019336036254,2.72987171335214,0.061189822182983036,0.15535003916135606,0.01566123102258126,2.8852217525134964,0.05023153757808545,2.0239932732930592,0.043531118549238614,28.0,20,nan,0.0,2.0194687203957082,0.7109388348956903
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_29,29 active agents,scale_sweep,29,29,0.0,0.0,73.69870740956273,0.3282173301179268,0.16153285609258866,0.007610476713328163,2.768984572868896,0.04415819932976207,0.18530404805363238,0.011090740432013196,2.9542886209225285,0.03600912723990104,2.03748584740623,0.02900954002651562,29.0,20,nan,0.0,2.0287092052461184,0.6843747132354312
without_structured_mask,w/o Structured Mask,obs_only,43,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed43_20260428\models\transformer_10000.pt,scale_30,30 active agents,scale_sweep,30,30,0.0,0.0,74.05338702731663,0.28617808553982804,0.14245610244344553,0.004819793787057794,2.753359514157384,0.011308955013896947,0.17295494045648593,0.004454259193076725,2.9263144546138706,0.012883576392165294,2.0321081122764397,0.00715097190563274,30.0,20,nan,0.0,2.0253211876265502,nan
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,dynamic_churn05_p50,"5-30 agents, churn 0.50",dynamic,,5,0.5,0.0,74.66711593706196,4.491299794562018,0.3191092858857456,0.08182648928769626,2.790303969452584,0.18844354369206678,0.05571481134105454,0.012705013459165634,2.8460187807936377,0.18854507453144523,2.0298831732632343,0.1153642201832929,17.83611111111111,30,nan,0.0,2.3411161860753062,0.5613350102897284
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,dynamic_churn10_p30,"10-30 agents, churn 0.30",dynamic,,10,0.3,0.0,75.03749589678054,3.935144394715667,0.3489930021978529,0.08240923845378308,2.711931151280562,0.1649893924985076,0.05373882768044028,0.01250655180505268,2.765669978961002,0.16300875539398152,1.9970685411551572,0.09684320123466411,20.202777777777776,30,nan,0.0,2.341828982640594,0.5208999019536187
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,dynamic_churn20_p20,"20-30 agents, churn 0.20",dynamic,,20,0.2,0.0,75.84340040143138,2.739292147330312,0.314353823995258,0.055056783481637665,2.720093536107529,0.10023958914404649,0.05973526281468419,0.010445198717754655,2.779828798922212,0.09659946914356687,2.0067411037066254,0.06926499374663757,25.57916666666667,30,nan,0.0,2.352275440498562,0.4777324418457831
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,dynamic_static30,Static 30 agents,dynamic,,30,0.0,0.0,77.26903372729267,0.2580453893827186,0.303479141923402,0.01102596190692078,2.6470196318105734,0.016828451073870525,0.07597810404345934,0.005284986394066372,2.7229977358540327,0.018941732676290395,1.9693947501642033,0.008239957378355907,30.0,30,nan,0.0,2.3763079839651704,nan
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,dynamic_var20,Variable 20-30 agents,dynamic,,20,0.0,0.0,77.01871584288969,1.0957022314032698,0.404667235591837,0.05914639694842293,2.6893542692970493,0.10639416733796765,0.060975131620118986,0.010700092797888335,2.7503294009171677,0.10135241156865257,1.9672670071186258,0.06771001873512467,24.5,30,nan,0.0,2.3569144790968393,0.47115172727491317
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,noise_churn10_p30,Inactive-noise stress,inactive_noise,,10,0.3,5.0,75.7000007179565,4.138948765815645,0.319891053357818,0.07324906800025241,2.613362755178221,0.14471839072827428,0.07081736028781313,0.014877217106786446,2.6841801154660336,0.1422989320564466,1.9837466661697036,0.1002513144020559,20.078125000000004,40,nan,0.0,2.3659793404139617,0.7709961072958464
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_01,1 active agents,scale_sweep,1,1,0.0,0.0,69.1571877670164,13.415258488119582,0.0,0.0,2.4635852281841135,1.0285478199022051,0.29751955945500164,0.4295571803606908,2.7611047876391153,0.9422148659147978,1.855547600737656,0.6922537614693546,1.0,20,nan,0.0,2.4512561272239424,0.6914075256764204
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_02,2 active agents,scale_sweep,2,2,0.0,0.0,73.90207966739933,7.297463625145949,0.1340140060162268,0.30754988140634854,2.7074338938145104,0.7777575248430868,0.11971755188602995,0.14900716215813964,2.8271514457005407,0.7049159036204586,2.0333578746171064,0.548249699811246,2.0,20,nan,0.0,2.428366057200184,0.6832999494340685
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_03,3 active agents,scale_sweep,3,3,0.0,0.0,75.15443215320508,6.586446385268447,0.2693659967738239,0.2544331076501143,2.8214612378120885,0.6988665134648571,0.13660359628844693,0.16974627841409226,2.9580648341005356,0.5958344070873564,2.06788889393166,0.4980623568022464,3.0,20,nan,0.0,2.407122819076796,0.6756609934347647
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_04,4 active agents,scale_sweep,4,4,0.0,0.0,76.75839963401668,4.025537811115989,0.3145192813168229,0.24974683234520212,2.7076933581320324,0.4679790648015516,0.11372795552755958,0.12128443997834161,2.8214213136595916,0.39608547503318564,1.961354987024551,0.3705033353566899,4.0,20,nan,0.0,2.3825167019917664,0.6675289213147938
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_05,5 active agents,scale_sweep,5,5,0.0,0.0,76.19460946361224,3.528079416226985,0.4537684148937785,0.3269839746797096,2.7728809424337513,0.5232110873398399,0.07085069556140633,0.059552300855621264,2.8437316379951585,0.49915322472253126,1.9943054498178376,0.3960890237153679,5.0,20,nan,0.0,2.3712591878051965,0.6589411699506972
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_06,6 active agents,scale_sweep,6,6,0.0,0.0,76.89084123339919,2.764543038360977,0.49037156558660955,0.21462086458449756,2.861379094223965,0.4655561778633909,0.07899527467867758,0.04727430135582085,2.9403743689026425,0.4422441436191517,2.0312827351826486,0.33350722550237355,6.0,20,nan,0.0,2.3568606094218016,0.6499395787715911
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_07,7 active agents,scale_sweep,7,7,0.0,0.0,75.7714838887964,2.6917864899127952,0.5099970649697504,0.25952914280774425,2.7478341457400237,0.44414972555789617,0.07793954857340671,0.051286625247612794,2.8257736943134306,0.45023343843198604,1.9155237527737323,0.2903685863707489,7.0,20,nan,0.0,2.3480567126163367,0.6314026660965261
without_structured_mask,w/o Structured Mask,obs_only,44,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428,10000,C:\Users\23034\Desktop\论文\面向节点动态变化的P2P低碳能源安全最优交易机制研究\code2\on-policy-main\dp-lcrl-rl\runs\paper_mask_ablation_obs_only_direct_10000ep_seed44_20260428\models\transformer_10000.pt,scale_08,8 active agents,scale_sweep,8,8,0.0,0.0,75.13465076362093,2.689095043348439,0.47176456444076803,0.19301163698508528,2.9610500334811016,0.3900968702300366,0.058789148767314794,0.021726719160325206,3.0198391822484156,0.3876509989651512,2.0387786962044547,0.2241530410910762,8.0,20,nan,0.0,2.329308302729019,0.630577800370226
