method,method_label,scenario_name,scenario_label,scenario_category,active_agent_count,min_agents,step_churn_prob,inactive_noise_std,seed_count,eval_episodes_per_seed,reward_mean,reward_std,p2p_mean,p2p_std,grid_buy_mean,grid_buy_std,grid_sell_mean,grid_sell_std,grid_trade_mean,grid_trade_std,carbon_mean,carbon_std,n_agents_mean,n_agents_std,attn_leakage_per_call,attn_leakage_per_call_std,attn_entropy_mean,attn_entropy_std,inactive_action_abs_mean,inactive_action_abs_std
full_ours,Full / Ours,scale_07,7 active agents,scale_sweep,7,7,0.0,0.0,3,20,74.98731507441356,3.08971509409195,0.2632729771566777,0.19523607527358258,2.60059093151813,0.07678354913077828,0.14856766168017377,0.08569147883732137,2.7491585931983047,0.1622861446142378,1.9346232000447916,0.059519570538259424,7.0,0.0,0.0,0.0,1.0744882287980075,0.08892007493045798,0.0,0.0
full_ours,Full / Ours,scale_08,8 active agents,scale_sweep,8,8,0.0,0.0,3,20,74.89158931598068,2.5731102088148754,0.23297599603116495,0.1665335146992777,2.770702057340999,0.06267163732472794,0.1160040565041535,0.07033839019177554,2.8867061138451526,0.13261052241389437,2.0478194220106665,0.049417471279178615,8.0,0.0,0.0,0.0,1.1273505526326788,0.06244111149721436,0.0,0.0
full_ours,Full / Ours,scale_09,9 active agents,scale_sweep,9,9,0.0,0.0,3,20,75.25268088807294,3.0868863921752103,0.2883124007484017,0.19241769358741667,2.617579513370952,0.07688396491230311,0.13421363984220924,0.08242434141793296,2.7517931532131605,0.15924230443424356,1.949730763879369,0.059505514384638136,9.0,0.0,0.0,0.0,1.2625248235706341,0.09878192346267267,0.0,0.0
full_ours,Full / Ours,scale_10,10 active agents,scale_sweep,10,10,0.0,0.0,3,20,75.8570014573137,2.6965986973555274,0.24866573528411853,0.16937978023492936,2.7386446297085754,0.062016133814728855,0.11249536829784429,0.07518420592260261,2.851139998006419,0.13708167995472198,2.0362484697323078,0.05194800260981392,10.0,0.0,0.0,0.0,1.288810678433715,0.0957487365848511,0.0,0.0
full_ours,Full / Ours,scale_11,11 active agents,scale_sweep,11,11,0.0,0.0,3,20,75.11273124645454,2.8316422830656527,0.2758083142265037,0.17802439416495672,2.8532460660512826,0.06359104580686653,0.12466038817708584,0.07582161181209947,2.977906454228369,0.13935549432656416,2.0930427852181155,0.054541457183813195,11.0,0.0,0.0,0.0,1.3422465502238665,0.09938477154088102,0.0,0.0
full_ours,Full / Ours,scale_12,12 active agents,scale_sweep,12,12,0.0,0.0,3,20,76.81222171984888,2.6192956098442215,0.28947687868809163,0.19092418528051266,2.6037997442336613,0.05258707226721182,0.13484806280500908,0.07316437923213462,2.738647807038671,0.12495411143422279,1.9371196902303236,0.050689389231268825,12.0,0.0,0.0,0.0,1.49358494613245,0.12094492483221303,0.0,0.0
full_ours,Full / Ours,scale_13,13 active agents,scale_sweep,13,13,0.0,0.0,3,20,76.18369992635189,2.509534209561863,0.316353041423431,0.1847380990860893,2.634867983586751,0.04876751537713818,0.12330469889852957,0.0702487379766253,2.758172682485281,0.11667783057366304,1.9489439704177307,0.04865261427212528,13.0,0.0,0.0,0.0,1.5611302995558944,0.13944077047766704,0.0,0.0
full_ours,Full / Ours,scale_14,14 active agents,scale_sweep,14,14,0.0,0.0,3,20,75.82606497283966,2.288358317564992,0.2501982944513251,0.16700064917360585,2.835530993803825,0.036483402388862045,0.11425776336416034,0.06437268922434679,2.9497887571679855,0.0989522995369398,2.076210359588688,0.04450611298615033,14.0,0.0,0.0,0.0,1.5408532121654714,0.10297713721649664,0.0,0.0
full_ours,Full / Ours,scale_15,15 active agents,scale_sweep,15,15,0.0,0.0,3,20,75.78917512054797,2.3272999422595184,0.29191045440347446,0.18671862520408142,2.7293905180983504,0.04097287899588985,0.12245640805803808,0.06703722854109115,2.8518469261563886,0.10555100286206857,2.002212466048608,0.0451886922223653,15.0,0.0,0.0,0.0,1.6546408195543918,0.13840460555729087,0.0,0.0
full_ours,Full / Ours,scale_16,16 active agents,scale_sweep,16,16,0.0,0.0,3,20,75.07240429222583,1.6107080736300108,0.2421810071298082,0.15933774173187892,2.631861829287817,0.049038311217871826,0.11853495806999609,0.052581025549925026,2.7503967873578135,0.07289350059964189,1.9437001422118756,0.03168903529144216,16.0,0.0,0.0,0.0,1.735504540113668,0.1344482488294186,0.0,0.0
full_ours,Full / Ours,scale_17,17 active agents,scale_sweep,17,17,0.0,0.0,3,20,75.6159758533138,2.1578954871190725,0.3288402778260743,0.18004492678255368,2.7199674412507444,0.047198885607361046,0.1284022497573392,0.07041800414732872,2.848369691008083,0.09375672958251953,1.984938961802353,0.042456901425066654,17.0,0.0,0.0,0.0,1.7723604639374628,0.15066336719649887,0.0,0.0
full_ours,Full / Ours,scale_18,18 active agents,scale_sweep,18,18,0.0,0.0,3,20,75.50949817080925,2.1895558698036153,0.2985631130297045,0.18774589964924818,2.736090778553507,0.04044388164752149,0.1292866024924965,0.06745955819507343,2.8653773810460037,0.0847451643542418,2.0042600532221395,0.043070806181912835,18.0,0.0,0.0,0.0,1.8032073082191993,0.15975779090414616,0.0,0.0
full_ours,Full / Ours,scale_19,19 active agents,scale_sweep,19,19,0.0,0.0,3,20,75.24948341916179,1.5434678872955867,0.25894881006137577,0.15270933784963053,2.822781072056607,0.058732796683853734,0.11630656405622923,0.053464855718450985,2.9390876361128364,0.061721236429659744,2.055910390785465,0.030879868246036418,19.0,0.0,0.0,0.0,1.808843540735814,0.1544571456747222,0.0,0.0
full_ours,Full / Ours,scale_20,20 active agents,scale_sweep,20,20,0.0,0.0,3,20,75.6078213903639,1.428232131049494,0.2874367879197948,0.1553665168917453,2.786147774461122,0.07775399943095967,0.12311304414994724,0.05795398873690263,2.909260818611069,0.07514019660748562,2.02299848569713,0.028559403497261944,20.0,0.0,0.0,0.0,1.8817669972146307,0.1604874150898334,0.0,0.0
full_ours,Full / Ours,scale_21,21 active agents,scale_sweep,21,21,0.0,0.0,3,20,75.3807538794462,1.3789429749598467,0.2931910528172577,0.14818915268464328,2.7323676471298715,0.08198180947814009,0.11725481612517434,0.058844819137868265,2.8496224632550455,0.08036816968147316,1.9943198612289252,0.027245575953329063,21.0,0.0,0.0,0.0,1.9444477424568383,0.16122548358959277,0.0,0.0
full_ours,Full / Ours,scale_22,22 active agents,scale_sweep,22,22,0.0,0.0,3,20,75.07878968330346,1.3138723820125038,0.2572256699564682,0.12565821637703328,2.723986729976968,0.10491206675518454,0.10727481543400956,0.052364595056342916,2.831261545410977,0.08969805179894083,1.9901078884293193,0.024793516763602766,22.0,0.0,0.0,0.0,1.980257321783564,0.1547820608682261,0.0,0.0
full_ours,Full / Ours,scale_23,23 active agents,scale_sweep,23,23,0.0,0.0,3,20,74.45268044310492,1.1583493905378697,0.2514289024866087,0.13064059506078474,2.8350904093814635,0.09389704316969903,0.12100351031010254,0.052512633888658566,2.956093919691566,0.0818203014168222,2.049096680165357,0.02246069728867751,23.0,0.0,0.0,0.0,1.9862845334572163,0.16804677168437507,0.0,0.0
full_ours,Full / Ours,scale_24,24 active agents,scale_sweep,24,24,0.0,0.0,3,20,75.06130957912517,1.2832009518999832,0.25373815352810597,0.12629458909613517,2.7869200847062885,0.09889117840637704,0.12166445605064546,0.05251252563991052,2.9085845407569337,0.08664048195388738,2.03249199809079,0.024588253574565174,24.0,0.0,0.0,0.0,2.018295714897672,0.17738400910499177,0.0,0.0
full_ours,Full / Ours,scale_25,25 active agents,scale_sweep,25,25,0.0,0.0,3,20,74.97244369167753,1.2298050211846203,0.2204811777745963,0.11419118550224361,2.717343264443558,0.06881011450934131,0.12326062053795521,0.048463174317444215,2.840603884981513,0.07034756914971539,1.9939144729274163,0.023676318189109938,25.0,0.0,0.0,0.0,2.0917188125399564,0.17466791101035764,0.0,0.0
full_ours,Full / Ours,scale_26,26 active agents,scale_sweep,26,26,0.0,0.0,3,20,75.16930570439395,1.155721284056777,0.24517924309163075,0.10759423760907645,2.7508407181835626,0.054375150875732345,0.10937434334234626,0.047871860369887734,2.8602150615259085,0.0607859541387777,2.015907129085914,0.022443417503566487,26.0,0.0,0.0,0.0,2.0860204340839155,0.1680730513326895,0.0,0.0
full_ours,Full / Ours,scale_27,27 active agents,scale_sweep,27,27,0.0,0.0,3,20,75.81171746823033,1.2537075260926591,0.2359993782761888,0.10927093335636673,2.7192176687419845,0.031651065088866254,0.11526643744054543,0.046934412600058935,2.8344841061825297,0.06415864389413865,2.013931709575626,0.02459834025214433,27.0,0.0,0.0,0.0,2.1065053415774813,0.17509358777038303,0.0,0.0
full_ours,Full / Ours,scale_28,28 active agents,scale_sweep,28,28,0.0,0.0,3,20,76.11838211104984,1.63917959188312,0.27118780284613814,0.10146859683202386,2.6899899459107535,0.042606376625994626,0.10804385083774626,0.04640753071799004,2.7980337967485003,0.08862698642402221,1.9930948988619661,0.03190282502554901,28.0,0.0,0.0,0.0,2.1411290802875826,0.17403251477258658,0.0,0.0
full_ours,Full / Ours,scale_29,29 active agents,scale_sweep,29,29,0.0,0.0,3,20,75.45923451390759,2.0058758308202984,0.27520244920745496,0.11562822530166932,2.723072990059228,0.05508178568466193,0.13429977617658215,0.05483386547292536,2.85737276623581,0.10987127170692416,2.0034587022551453,0.03894518105761203,29.0,0.0,0.0,0.0,2.173371651687936,0.17939579778964293,0.0,0.0
full_ours,Full / Ours,scale_30,30 active agents,scale_sweep,30,30,0.0,0.0,3,20,75.85453154669868,1.7472019745749794,0.2554836912923307,0.10974174845810328,2.7055413094368927,0.047184716319452806,0.12267941559822367,0.0501851732493829,2.8282207250351177,0.0973647206654028,1.99745142707077,0.033952718190371454,30.0,0.0,nan,nan,2.199361677335504,0.17360474075283436,nan,nan
without_structured_mask,w/o Structured Mask,dynamic_churn05_p50,"5-30 agents, churn 0.50",dynamic,,5,0.5,0.0,3,30,74.85015682649534,0.9168956843462093,0.22578059628284908,0.09832601778348456,2.6939462228245996,0.08495328539782002,0.09530030486108165,0.04590122943284501,2.7892465276856804,0.06763352335732804,2.0285986876418156,0.01794298025090031,17.83611111111111,0.0,nan,nan,2.2574147192742076,0.15376456509254777,0.7550023351997899,0.16968479938315792
without_structured_mask,w/o Structured Mask,dynamic_churn10_p30,"10-30 agents, churn 0.30",dynamic,,10,0.3,0.0,3,30,74.4592260746521,1.018718711408167,0.2520044687022292,0.10801912964541006,2.670931402895274,0.039146036113464636,0.10177476585003649,0.05633720768888437,2.772706168745311,0.05481309332444902,2.0098351449990535,0.020688010868658065,20.202777777777776,0.0,nan,nan,2.2437649581891232,0.16216672216689992,0.7274177748592207,0.18095569815543577
without_structured_mask,w/o Structured Mask,dynamic_churn20_p20,"20-30 agents, churn 0.20",dynamic,,20,0.2,0.0,3,30,74.88873684570873,1.2452848064584774,0.2262815818137979,0.09626868006107618,2.721396556852157,0.021394765475517715,0.10394433377408856,0.04892521487666163,2.8253408906262454,0.06511066809496434,2.026070084574192,0.024626937987516914,25.57916666666667,0.0,nan,nan,2.2197527092201246,0.17501402676698027,0.6849853108494086,0.18184654048293208
without_structured_mask,w/o Structured Mask,dynamic_static30,Static 30 agents,dynamic,,30,0.0,0.0,3,30,75.90744575359203,1.486930654616856,0.2149307597132157,0.09563081741594529,2.684722413698719,0.03993520748087057,0.11708979641807592,0.042329866542025675,2.8018122101167946,0.08224689445428064,1.9962663438885497,0.028876584620576313,30.0,0.0,nan,nan,2.202006582685073,0.17467071665001707,nan,nan
without_structured_mask,w/o Structured Mask,dynamic_var20,Variable 20-30 agents,dynamic,,20,0.0,0.0,3,30,75.84990640086286,1.6003740216254658,0.29162902130916696,0.11955169484843463,2.695128691415024,0.03243227506528312,0.11333994296968807,0.0590397879562738,2.808468634384711,0.086104164242099,1.990630425338581,0.031434652495515955,24.5,0.0,nan,nan,2.229230151327726,0.1686017724703857,0.6765045385561073,0.18010434006461576
without_structured_mask,w/o Structured Mask,noise_churn10_p30,Inactive-noise stress,inactive_noise,,10,0.3,5.0,3,40,74.40236000662593,1.3767724207616747,0.23505446723023446,0.10417673853135449,2.647720853793034,0.03279173841263661,0.11011549949957196,0.04433304535748115,2.7578363532926056,0.07647961006270171,2.0090478808998955,0.02681387563942797,20.078125000000004,0.0,nan,nan,2.228027872250285,0.1717915309460213,0.7078340260723165,0.07384457481737812
without_structured_mask,w/o Structured Mask,scale_01,1 active agents,scale_sweep,1,1,0.0,0.0,3,20,69.18064838416046,0.10937408528642847,0.0,0.0,2.4651345774637954,0.005739628557458113,0.29744570673245724,0.003296762557757385,2.7625802841962526,0.008968231288954978,1.8545794701270528,0.0021874286028510563,1.0,0.0,nan,nan,2.4058981839764204,0.0941452979111526,0.8263524217167121,0.12181195426790477
without_structured_mask,w/o Structured Mask,scale_02,2 active agents,scale_sweep,2,2,0.0,0.0,3,20,73.10730166360736,0.7844404672329415,0.11384542646425823,0.04346096023302751,2.7327321835822853,0.02282143254419326,0.14453283063095804,0.025348189288483768,2.8772650142132434,0.047715567162238265,2.0480231811531486,0.01471004511307621,2.0,0.0,nan,nan,2.3899208373310405,0.09695843057480463,0.82310202878619,0.12534025057930306
without_structured_mask,w/o Structured Mask,scale_03,3 active agents,scale_sweep,3,3,0.0,0.0,3,20,74.2197308572906,0.920282902495567,0.2401172612655876,0.05746883545912594,2.8419734226356375,0.018961881088008815,0.16040914605426113,0.027434028219102263,3.002382568689898,0.04565882388643731,2.0855749642663097,0.017623854038298612,3.0,0.0,nan,nan,2.373830801666543,0.10002336947943198,0.8197704759317824,0.12824442507813189
without_structured_mask,w/o Structured Mask,scale_04,4 active agents,scale_sweep,4,4,0.0,0.0,3,20,76.23500043185325,0.671518621189491,0.271136699766435,0.06634581138529838,2.68491415593109,0.021718149198446494,0.12493573534827712,0.02269275480339512,2.809849891279367,0.03124620896877574,1.9717707253958403,0.013330445942456555,4.0,0.0,nan,nan,2.354252015818284,0.11008668051489101,0.8189201234073041,0.13427410949010743
without_structured_mask,w/o Structured Mask,scale_05,5 active agents,scale_sweep,5,5,0.0,0.0,3,20,74.95599739948909,1.2076097239718224,0.33807679054582174,0.11933882096803641,2.759589626931971,0.01443203744942552,0.10134641371146515,0.03670897592216702,2.860936040643436,0.03730637703759477,2.018968040035381,0.024008489902417038,5.0,0.0,nan,nan,2.342114041972301,0.113447365514216,0.8113800572642574,0.13411312713113868
without_structured_mask,w/o Structured Mask,scale_06,6 active agents,scale_sweep,6,6,0.0,0.0,3,20,75.64979326719488,1.3351111992531757,0.35882314671119486,0.12853069580444956,2.812931143337273,0.04588195214742948,0.1130165273242616,0.04251989738543886,2.925947670661534,0.05078537192591895,2.0565550137890356,0.026893743617531357,6.0,0.0,nan,nan,2.3300340773181514,0.11825969022649674,0.8089040520750445,0.14000624169356465
without_structured_mask,w/o Structured Mask,scale_07,7 active agents,scale_sweep,7,7,0.0,0.0,3,20,75.74165755042009,0.6641727160189452,0.3440441758416772,0.15859252594042364,2.633830345498255,0.1000243433282921,0.10535902109587963,0.03458580066343081,2.7391893665941347,0.0855496218966815,1.9183527683925023,0.013251884453799361,7.0,0.0,nan,nan,2.3164786960346073,0.1277434974175241,0.7973184948382169,0.14524009969866966
without_structured_mask,w/o Structured Mask,scale_08,8 active agents,scale_sweep,8,8,0.0,0.0,3,20,75.17456125724647,0.7320067982667572,0.3111621773611711,0.15179536875300076,2.827071491692808,0.1172710887637145,0.08539803044340945,0.0366988028301985,2.9124695221362167,0.10355801278820867,2.040516555551132,0.01452213163554459,8.0,0.0,nan,nan,2.3037384305352884,0.13772234940066155,0.8021450891639247,0.15074873275465284
without_structured_mask,w/o Structured Mask,scale_09,9 active agents,scale_sweep,9,9,0.0,0.0,3,20,75.06855350473411,1.3782507144753422,0.3604943934509069,0.16898078635823327,2.6753495745124773,0.11372999459711529,0.10929319974798646,0.05118265549614398,2.784642774260464,0.10835803019776975,1.9516569478440609,0.026382067141674598,9.0,0.0,nan,nan,2.300914999727967,0.1323906087447396,0.7826460218723909,0.15496679834936916
without_structured_mask,w/o Structured Mask,scale_10,10 active agents,scale_sweep,10,10,0.0,0.0,3,20,76.00042060030832,0.8763796591026733,0.3176866026890897,0.1569182908723526,2.772126682433047,0.07673192659406845,0.08434704235294277,0.044597409556195546,2.85647372478599,0.06732141964873885,2.0319766211738504,0.017369858486415847,10.0,0.0,nan,nan,2.2887546039785245,0.14461663333605132,0.786159816980362,0.15988463430756006
without_structured_mask,w/o Structured Mask,scale_11,11 active agents,scale_sweep,11,11,0.0,0.0,3,20,75.11637584043272,0.8251526539868442,0.33913021257666537,0.14564573188413774,2.881875929548135,0.05843877414848478,0.10498178798251996,0.04500956932832555,2.9868577175306554,0.048972253935369636,2.0917693252237535,0.016816979478654445,11.0,0.0,nan,nan,2.27742734697795,0.14873396536883546,0.7854224246844911,0.16208328852308618
without_structured_mask,w/o Structured Mask,scale_12,12 active agents,scale_sweep,12,12,0.0,0.0,3,20,76.85217931781101,1.6160053106877026,0.36386133341624927,0.1769340395574767,2.618456487510159,0.049534265649169434,0.11006065779870848,0.06844655867641691,2.7285171453088672,0.08955166729326666,1.935387567801942,0.03205136761909987,12.0,0.0,nan,nan,2.2824079365718886,0.1448028987038423,0.7593656219572686,0.1751868080706189
without_structured_mask,w/o Structured Mask,scale_13,13 active agents,scale_sweep,13,13,0.0,0.0,3,20,76.18025289346009,1.903034210145591,0.36498694215996014,0.1463372281251533,2.6333332640563474,0.04408751890734837,0.10770613492855201,0.07135286608834533,2.7410393989848987,0.10871580932994213,1.9483639917500863,0.037610894638692126,13.0,0.0,nan,nan,2.2708825238639374,0.1502382160587011,0.7536871567790545,0.18164391449892928
without_structured_mask,w/o Structured Mask,scale_14,14 active agents,scale_sweep,14,14,0.0,0.0,3,20,76.21996101405885,1.6151984186691464,0.29611196669441525,0.12709151344030284,2.818473599166641,0.0296653486907019,0.09369836686325433,0.053056933634406125,2.9121719660298964,0.08130139749240811,2.0680515561915143,0.032139542415783116,14.0,0.0,nan,nan,2.2547770170335455,0.1687312617958765,0.7665873551810228,0.1857940176823761
without_structured_mask,w/o Structured Mask,scale_15,15 active agents,scale_sweep,15,15,0.0,0.0,3,20,75.6949760274534,1.8812404638831237,0.31593648555942616,0.1319236410234455,2.727723396718382,0.039606610598138844,0.11349902016317504,0.06731476567066408,2.841222416881557,0.10396920390839566,2.003544600495007,0.0371801163101491,15.0,0.0,nan,nan,2.257996245242913,0.16030796907044967,0.7439935542919018,0.1906929885466348
without_structured_mask,w/o Structured Mask,scale_16,16 active agents,scale_sweep,16,16,0.0,0.0,3,20,75.51561659243372,1.9074111000122502,0.2728270734181029,0.1270844768976305,2.598681122994884,0.04242678151042764,0.10441019275792518,0.06165944566106172,2.7030913157528094,0.10280204811926073,1.9349936140627302,0.03763758697672266,16.0,0.0,nan,nan,2.250081022270363,0.17281061401283704,0.730767373811631,0.19829379617290557
without_structured_mask,w/o Structured Mask,scale_17,17 active agents,scale_sweep,17,17,0.0,0.0,3,20,75.36685271629322,2.022230559530732,0.3672821110381006,0.1483914077854856,2.7137571178170554,0.043851006148926515,0.12281265732542619,0.08047281568677687,2.836569775142482,0.11377493115591533,1.989702673758507,0.03997335686796731,17.0,0.0,nan,nan,2.2586229603425454,0.15555825115965735,0.7166527409669001,0.19382788306577192
without_structured_mask,w/o Structured Mask,scale_18,18 active agents,scale_sweep,18,18,0.0,0.0,3,20,75.56009144315748,2.202112733570638,0.32489057271382477,0.12983586201132247,2.714231000623174,0.04574320674345556,0.12042802071889813,0.07460422195109011,2.834659021342071,0.11846754076333212,2.003285001864555,0.0434010563272629,18.0,0.0,nan,nan,2.2503711948602145,0.16591588161395618,0.7143549684941032,0.1955906088085937
without_structured_mask,w/o Structured Mask,scale_19,19 active agents,scale_sweep,19,19,0.0,0.0,3,20,75.23159032397801,1.83125354071948,0.2816700351304829,0.11844361274990554,2.7952584388969157,0.03671415536575215,0.10971342317955711,0.0652239399966335,2.9049718620764726,0.09882126832407855,2.056480112965008,0.03622917337581022,19.0,0.0,nan,nan,2.240687222089381,0.17711912010624353,0.7172086377336521,0.20000317584487304
without_structured_mask,w/o Structured Mask,scale_20,20 active agents,scale_sweep,20,20,0.0,0.0,3,20,75.82124707592858,1.883129013689398,0.31008497434997706,0.13110559311128625,2.75118279187626,0.034836202050425785,0.11777560387822461,0.06742254115055518,2.8689583957544844,0.09582126904661749,2.0192196612599553,0.03728986652648735,20.0,0.0,nan,nan,2.244666766557157,0.17016168878754379,0.6966636065200523,0.19726824540211682
without_structured_mask,w/o Structured Mask,scale_21,21 active agents,scale_sweep,21,21,0.0,0.0,3,20,75.56312497204574,1.8560253605241899,0.3088819096534618,0.1318426201488221,2.706325636130652,0.041399395180423695,0.11325621051118351,0.0713223294738571,2.819581846641835,0.09670277742316923,1.991095260999477,0.036669545464841434,21.0,0.0,nan,nan,2.244255016322073,0.17228592034702064,0.6828808897807276,0.19491297242542327
without_structured_mask,w/o Structured Mask,scale_22,22 active agents,scale_sweep,22,22,0.0,0.0,3,20,75.62192333298502,1.4492135691659769,0.28211477397002044,0.12020255913702851,2.6968314885591043,0.04661447240482819,0.1041147370571849,0.059844101656743136,2.8009462256162885,0.07107421341269371,1.9797893957608956,0.028934912496418407,22.0,0.0,nan,nan,2.241703808057938,0.16836365811354786,0.6762443215206817,0.18841208417031774
without_structured_mask,w/o Structured Mask,scale_23,23 active agents,scale_sweep,23,23,0.0,0.0,3,20,74.81940541566858,1.542379228782159,0.26277608322913726,0.11688514651148767,2.8009721728382946,0.029797509818646543,0.11904595333068602,0.05775311631739638,2.92001812616898,0.07495518260326575,2.0424265699449493,0.030478135663258334,23.0,0.0,nan,nan,2.2345735098033437,0.17971525375905534,0.6734871793203253,0.19425714283886034
without_structured_mask,w/o Structured Mask,scale_24,24 active agents,scale_sweep,24,24,0.0,0.0,3,20,75.41468485284734,1.386477823884379,0.2693657171306756,0.12175999406095235,2.757863419189608,0.028782094107174583,0.12212572756793978,0.055922218246554786,2.879989146757548,0.06447484171723666,2.0260232020302897,0.02759710931858168,24.0,0.0,nan,nan,2.2327860108883764,0.17414622412633543,0.6711131483500387,0.17735294742710006
without_structured_mask,w/o Structured Mask,scale_25,25 active agents,scale_sweep,25,25,0.0,0.0,3,20,74.98989372083877,1.124035833567361,0.23103587374282344,0.11295221328739528,2.7151125880812272,0.036331587423371996,0.1277962370805017,0.047751038630560586,2.8429088251617287,0.05220989123999211,1.9936603184470318,0.022347319933866086,25.0,0.0,nan,nan,2.233154311531201,0.1692993243704416,0.6600780365864436,0.15545460442334322
