Checkpoint,Reward Mean,Reward Std,P2P Mean,P2P Std,Grid Buy Mean,Grid Buy Std,Grid Sell Mean,Grid Sell Std,Carbon Mean,Carbon Std
6000,74.2435537082884,2.097759657623573,0.16935765304309455,0.11512843784640446,2.7455046418275795,0.054621055710506766,0.16874708198205512,0.057021437022051535,2.0297383021992585,0.03964294327027256
7000,74.447951240204,1.1364967650343933,0.17375236795771234,0.09561658439341894,2.740672924295419,0.027671528083584328,0.1606925177453452,0.027210775974881442,2.0257277165067453,0.02129797600518167
8000,73.75534848018928,0.8572389421953603,0.13988465260880115,0.06772431893722088,2.757990322396259,0.020552922383996163,0.1793661731119399,0.02246455697194909,2.0385026999985065,0.016304389859131855
